itemSku,unitCost,Shuwaikh Main,Rai Branch,Fahaheel Branch,Ardiya Warehouse
HW-100758,KWD 20.388,0,12,3,0
HW-100759,16.053,6,9,7,9
HW-100760,21.418,4,0,0,0
HW-100761,16.823,11,0,2,9
HW-100762,21.604,2,11,0,4
HW-100763,21.012,0,0,0,0
HW-100764,4.423,3,0,0,5
HW-100765,13.859,12,0,10,6
HW-100766,18.966,11,0,4,6
HW-100767,23.115,0,0,2,4
HW-100768,0.502,7,0,8,8
HW-100769,19.112,0,12,0,8
HW-100770,24.209,0,0,8,10
HW-100771,16.605,9,0,0,0
HW-100772,15.572,1,0,6,1
HW-100773,20.283,4,10,0,10
HW-100774,KD 13.883,0,0,0,8
HW-100775,7.459,11,10,9,0
HW-100776,19.037,0,12,0,0
HW-100777,254.300,12,0,0,0
HW-100778,260.445,0,10,1,9
HW-100779,12.481,11,4,10,0
HW-100780,2.865,0,0,0,0
HW-100781,12.759,0,0,11,2
HW-100782,20.586,11,0,0,0
HW-100783,9.486,11,0,3,0
HW-100784,3.206,10,0,7,0
HW-100785,22.414,11,0,0,2
HW-100786,5.350,0,11,0,0
HW-100787,24.953,0,0,5,3
HW-100788,24.500,11,6,3,11
HW-100789,KWD 6.623,5,4,0,2
HW-100790,10.026,0,0,11,0
HW-100791,24.661,7,0,10,0
HW-100792,9.538,10,0,0,0
HW-100793,6.501,0,5,12,10
HW-100794,0.581,10,0,3,0
HW-100795,11.519,3,4,0,0
HW-100796,23.509,0,0,7,0
HW-100797,6.535,7,0,0,11
HW-100798,KWD 23.083,6,4,2,0
HW-100799,6.019,0,0,0,3
HW-100800,208.245,0,0,0,0
HW-100801,16.901,0,8,10,4
HW-100802,4.788,0,4,9,7
HW-100803,18.564,1,0,3,5
HW-100804,3.131,0,0,0,11
HW-100805,3.092,0,11,10,12
HW-100806,10.646,3,10,0,7
HW-100807,18.008,0,0,10,12
HW-100808,13.149,5,0,3,0
HW-100809,5.634,11,0,10,0
HW-100810,11.977,0,9,0,8
HW-100811,11.509,4,0,0,0
HW-100812,88.797,0,6,11,7
HW-100813,11.632,0,0,12,0
HW-100814,KWD 2.261,0,5,7,5
HW-100815,13.400,0,0,0,0
HW-100816,6.669,9,0,0,0
HW-100817,6.257,0,2,4,6
HW-100818,KWD 12.757,6,6,0,0
HW-100819,KWD 20.907,0,8,0,5
HW-100820,8.823,1,7,0,0
HW-100821,11.173,3,12,2,0
HW-100822,20.436,11,0,0,0
HW-100823,0.124,6,0,8,4
HW-100824,7.231,9,0,0,8
HW-100825,11.836,0,0,5,0
HW-100826,11.862,0,0,4,9
HW-100827,20.187,0,10,12,0
HW-100828,3.957,0,0,0,0
HW-100829,3.772,5,0,0,0
HW-100830,13.038,0,4,0,0
HW-100831,16.386,0,7,0,0
HW-100832,19.098,0,9,9,4
HW-100833,23.971,0,0,0,0
HW-100834,11.822,4,0,0,11
HW-100835,16.017,12,0,0,8
HW-100836,9.834,0,2,0,0
HW-100837,23.670,0,0,0,0
HW-100838,4.609,0,5,0,0
HW-100839,24.122,0,0,0,0
HW-100840,10.159,0,0,0,9
HW-100841,17.938,10,11,0,6
HW-100842,4.829,8,0,6,10
HW-100843,24.383,12,0,6,0
HW-100844,11.245,0,0,0,7
HW-100845,22.645,0,10,5,12
HW-100846,2.633,0,12,8,10
HW-100847,10.178,9,3,0,0
HW-100848,9.588,3,0,5,11
HW-100849,20.081,4,0,0,7
HW-100850,KWD 17.511,12,0,0,1
HW-100851,KD 24.083,7,12,9,0
HW-100852,KD 5.273,10,0,0,0
HW-100853,3.793,0,0,0,6
HW-100854,20.801,0,0,0,0
HW-100855,9.027,0,8,9,8
HW-100856,22.617,0,0,10,0
HW-100857,6.792,0,0,0,12
HW-100858,23.063,0,5,8,0
HW-100859,10.171,11,0,2,0
HW-100860,8.938,0,9,0,0
HW-100861,9.906,0,8,0,5
HW-100862,7.313,0,7,0,10
HW-100863,17.706,0,0,0,0
HW-100864,4.928,0,0,8,0
HW-100865,16.203,0,0,0,10
HW-100866,19.413,0,0,4,10
HW-100867,KD 12.268,0,10,0,11
HW-100868,272.037,0,0,0,0
HW-100869,5.397,0,0,0,0
HW-100870,17.095,0,0,3,2
HW-100871,15.114,3,6,9,6
HW-100872,186.307,10,0,0,0
HW-100873,11.151,12,7,0,0
HW-100874,3.046,1,0,7,0
HW-100875,18.856,12,7,0,12
HW-100876,4.954,0,0,2,0
HW-100877,123.475,0,0,0,0
HW-100878,11.020,4,1,4,8
HW-100879,19.696,0,0,0,4
HW-100880,10.616,10,0,0,12
HW-100881,10.001,0,11,0,9
HW-100882,KWD 14.367,0,0,0,0
HW-100883,11.454,0,0,0,0
HW-100884,13.291,11,0,0,2
HW-100885,11.104,1,1,2,7
HW-100886,11.284,0,6,5,0
HW-100887,18.399,0,0,9,6
HW-100888,22.793,0,8,4,1
HW-100889,11.913,0,6,0,3
HW-100890,261.639,9,0,0,0
HW-100891,13.537,6,0,0,2
HW-100892,17.171,0,11,0,0
HW-100893,KD 22.286,0,0,0,11
HW-100894,11.699,1,0,0,10
HW-100895,13.840,4,12,2,0
HW-100896,0.423,10,0,0,0
HW-100897,3.960,10,0,7,1
HW-100898,17.312,0,12,0,0
HW-100899,0.532,0,0,4,11
HW-100900,0.462,8,3,3,8
HW-100901,16.309,0,6,0,10
HW-100902,18.792,0,0,0,5
HW-100903,14.450,6,0,0,6
HW-100904,8.911,0,0,0,2
HW-100905,8.842,0,8,0,0
HW-100906,15.797,7,0,12,8
HW-100907,23.834,7,10,0,0
HW-100908,20.035,0,0,7,5
HW-100909,1.423,0,0,0,0
HW-100910,11.032,0,12,0,7
HW-100911,8.838,0,6,0,0
HW-100912,10.618,0,12,9,0
HW-100913,0.283,9,0,0,0
HW-100914,195.448,0,0,0,0
HW-100915,11.228,0,6,0,0
HW-100916,4.447,0,3,0,0
HW-100917,142.560,0,0,10,0
HW-100918,4.061,0,7,0,0
HW-100919,5.613,7,0,0,2
HW-100920,24.013,0,0,12,4
HW-100921,21.218,11,0,0,0
HW-100922,22.681,10,0,10,2
HW-100923,3.125,0,0,3,6
HW-100924,21.590,0,0,0,0
HW-100925,4.332,0,6,0,0
HW-100926,9.290,0,8,0,6
HW-100927,0.722,9,0,9,0
HW-100928,8.786,11,0,2,0
HW-100929,21.997,0,8,0,4
HW-100930,17.227,0,0,9,12
HW-100931,7.699,0,0,0,0
HW-100932,13.441,6,0,0,0
HW-100933,KD 17.641,11,11,0,3
HW-100934,KD 8.669,0,0,12,9
HW-100935,2.712,0,9,7,0
HW-100936,211.602,0,0,3,0
HW-100937,17.972,0,0,0,8
HW-100938,KWD 1.990,5,0,0,0
HW-100939,1.184,0,12,2,11
HW-100940,10.597,0,0,5,6
HW-100941,21.723,0,5,0,0
HW-100942,20.843,0,2,0,0
HW-100943,19.426,0,0,9,9
HW-100944,22.985,0,3,0,0
HW-100945,16.091,0,11,0,1
HW-100946,4.590,0,0,0,7
HW-100947,17.210,10,0,0,3
HW-100948,1.501,0,5,0,0
HW-100949,6.700,0,5,0,0
HW-100950,2.926,10,5,0,0
HW-100951,110.091,0,0,0,0
HW-100952,KD 20.149,0,0,5,0
HW-100953,23.557,6,0,2,0
HW-100954,0.271,0,12,0,2
HW-100955,4.885,0,0,2,0
HW-100956,7.347,0,3,0,7
HW-100957,15.168,0,5,0,11
HW-100958,7.729,0,0,0,5
HW-100959,0.226,0,0,0,0
HW-100960,22.210,8,11,0,9
HW-100961,24.392,0,1,0,2
HW-100962,13.119,7,0,0,4
HW-100963,3.072,0,0,12,0
HW-100964,13.136,0,4,11,6
HW-100965,22.019,7,11,0,0
HW-100966,24.663,12,0,0,2
HW-100967,KD 24.542,0,0,3,0
HW-100968,17.304,0,0,1,12
HW-100969,15.178,11,0,5,0
HW-100970,23.880,0,0,0,0
HW-100971,5.700,0,0,12,6
HW-100972,267.717,0,7,0,0
HW-100973,6.492,0,0,0,9
HW-100974,KD 24.989,8,0,2,0
HW-100975,2.218,2,0,0,0
HW-100976,4.203,1,0,1,2
HW-100977,2.957,7,10,0,1
HW-100978,19.400,4,0,0,0
HW-100979,23.228,0,0,0,0
HW-100980,11.437,4,0,0,12
HW-100981,15.611,0,3,0,0
HW-100982,24.621,0,0,3,0
HW-100983,0.605,0,8,0,0
HW-100984,8.477,0,0,0,7
HW-100985,0.357,0,7,0,0
HW-100986,16.738,6,11,0,10
HW-100987,16.188,0,1,0,0
HW-100988,73.000,0,3,2,0
HW-100989,12.791,0,8,11,0
HW-100990,12.217,0,0,0,1
HW-100991,16.352,0,6,0,10
HW-100992,7.899,0,10,6,3
HW-100993,23.159,0,0,0,0
HW-100994,9.922,10,0,0,9
HW-100995,15.808,0,0,0,0
HW-100996,0.711,8,0,11,3
HW-100997,7.134,0,0,0,2
HW-100998,5.348,0,0,0,9
HW-100999,9.981,0,0,0,0
HW-101000,20.948,3,0,12,2
HW-101001,10.604,5,0,0,0
HW-101002,4.896,0,0,1,3
HW-101003,20.173,0,1,0,8
HW-101004,19.521,0,0,3,0
HW-101005,10.077,0,0,7,0
HW-101006,1.357,9,7,0,12
HW-101007,14.928,0,0,0,0
HW-101008,11.373,7,5,3,0
HW-101009,16.716,7,0,0,0
HW-101010,18.699,1,9,1,0
HW-101011,9.470,10,0,4,11
HW-101012,8.654,11,0,0,0
HW-101013,5.239,0,4,0,7
HW-101014,7.608,0,0,12,0
HW-101015,7.309,0,0,0,2
HW-101016,16.205,3,0,0,0
HW-101017,12.323,11,2,0,1
HW-101018,9.933,0,10,0,5
HW-101019,20.868,9,10,0,0
HW-101020,11.545,10,0,4,11
HW-101021,8.956,0,0,0,0
HW-101022,17.050,4,2,10,12
HW-101023,277.708,11,0,8,0
HW-101024,17.623,3,10,0,2
HW-101025,24.836,10,2,5,12
HW-101026,286.387,0,0,0,0
HW-101027,1.764,0,8,0,12
HW-101028,20.928,2,0,0,0
HW-101029,22.877,0,0,5,0
HW-101030,10.954,2,2,0,5
HW-101031,KD 9.210,6,0,0,0
HW-101032,17.569,0,0,0,0
HW-101033,KWD 8.769,8,4,4,8
HW-101034,KWD 36.287,0,8,3,9
HW-101035,16.978,12,3,6,0
HW-101036,5.272,6,0,2,0
HW-101037,6.871,0,5,11,0
HW-101038,7.495,0,11,9,0
HW-101039,5.647,10,0,9,0
HW-101040,5.659,6,0,0,0
HW-101041,22.613,5,1,5,0
HW-101042,KWD 19.721,0,0,0,0
HW-101043,11.958,0,6,0,12
HW-101044,10.824,5,0,5,0
HW-101045,12.601,1,9,0,0
HW-101046,10.414,0,0,3,0
HW-101047,8.094,12,12,5,9
HW-101048,2.963,6,0,12,0
HW-101049,13.213,3,11,0,9
HW-101050,20.967,0,9,12,0
HW-101051,22.679,0,0,8,2
HW-101052,24.656,6,12,0,0
HW-101053,4.691,0,0,10,0
HW-101054,20.150,0,0,10,0
HW-101055,239.390,6,6,2,0
HW-101056,10.149,0,0,0,0
HW-101057,7.908,8,0,0,0
HW-101058,0.659,8,0,11,5
HW-101059,KWD 12.899,0,0,0,3
HW-101060,11.114,2,0,10,8
HW-101061,2.390,0,6,0,0
HW-101062,4.037,0,0,12,0
HW-101063,KWD 10.452,0,0,3,0
HW-101064,1.616,3,1,0,0
HW-101065,2.398,6,0,6,0
HW-101066,21.028,2,0,0,11
HW-101067,14.660,0,0,0,12
HW-101068,7.087,4,5,10,0
HW-101069,232.400,4,0,1,12
HW-101070,16.887,1,12,0,0
HW-101071,KD 16.649,9,5,0,0
HW-101072,11.562,5,1,0,5
HW-101073,17.847,2,0,4,4
HW-101074,12.459,10,8,1,0
HW-101075,6.041,4,0,7,0
HW-101076,3.878,8,5,12,0
HW-101077,1.195,0,3,3,6
HW-101078,10.650,0,0,0,6
HW-101079,19.939,3,3,0,0
HW-101080,19.735,0,10,1,6
HW-101081,KD 21.151,0,10,8,2
HW-101082,22.881,0,12,0,3
HW-101083,23.721,0,0,0,0
HW-101084,5.439,6,0,9,0
HW-101085,24.957,0,0,0,0
HW-101086,8.780,0,12,0,11
HW-101087,16.928,0,0,0,0
HW-101088,22.425,10,0,0,7
HW-101089,17.255,0,0,0,0
HW-101090,4.840,4,5,0,11
HW-101091,24.782,0,4,4,0
HW-101092,KD 14.320,12,0,2,0
HW-101093,8.043,9,7,11,0
HW-101094,95.927,0,6,0,0
HW-101095,5.395,0,0,0,0
HW-101096,1.749,6,7,0,0
HW-101097,10.017,0,0,11,3
HW-101098,15.716,5,0,1,0
HW-101099,58.800,0,0,10,0
HW-101100,6.295,0,9,0,10
HW-101101,7.870,1,12,0,9
HW-101102,1.851,7,0,0,0
HW-101103,2.652,2,0,8,11
HW-101104,13.498,0,0,4,0
HW-101105,10.600,3,8,0,0
HW-101106,22.411,7,0,0,11
HW-101107,17.019,6,11,0,1
HW-101108,KWD 12.313,1,0,0,7
HW-101109,14.370,0,5,0,0
HW-101110,22.545,8,0,0,8
HW-101111,16.341,0,6,0,8
HW-101112,0.963,0,0,6,0
HW-101113,17.196,3,11,11,11
HW-101114,6.493,0,0,0,2
HW-101115,KWD 2.282,0,0,0,4
HW-101116,20.055,2,2,0,2
HW-101117,KWD 17.936,11,0,7,0
HW-101118,2.007,0,0,10,0
HW-101119,4.306,0,10,0,1
HW-101120,14.679,10,0,0,5
HW-101121,22.614,0,10,0,0
HW-101122,12.169,0,0,0,10
HW-101123,16.202,9,8,11,0
HW-101124,42.894,0,11,0,5
HW-101125,6.567,2,10,0,0
HW-101126,8.012,10,0,0,0
HW-101127,7.889,0,10,0,10
HW-101128,3.796,4,8,0,0
HW-101129,2.426,0,3,0,3
HW-101130,4.994,7,0,1,0
HW-101131,15.449,12,6,0,0
HW-101132,16.738,1,0,0,0
HW-101133,KD 15.161,0,8,0,0
HW-101134,2.892,0,0,10,0
HW-101135,15.632,0,0,0,4
HW-101136,15.023,0,0,9,5
HW-101137,8.623,0,4,12,0
HW-101138,23.768,0,0,0,2
HW-101139,22.233,9,0,0,3
HW-101140,0.305,9,1,0,1
HW-101141,108.669,2,2,5,3
HW-101142,2.316,1,10,0,0
HW-101143,0.393,0,2,0,0
HW-101144,20.869,0,3,4,0
HW-101145,5.240,0,0,3,0
HW-101146,0.645,0,0,2,7
HW-101147,20.519,5,12,5,0
HW-101148,3.068,0,0,0,9
HW-101149,3.843,11,4,0,9
HW-101150,6.412,0,0,0,0
HW-101151,20.857,0,3,9,0
HW-101152,19.051,0,12,0,10
HW-101153,3.660,0,0,0,0
HW-101154,121.211,0,3,10,0
HW-101155,18.158,0,5,3,0
HW-101156,KD 7.204,10,10,10,9
HW-101157,14.747,0,9,4,9
HW-101158,15.876,0,0,0,0
HW-101159,24.325,4,1,8,0
HW-101160,281.905,0,0,0,0
HW-101161,20.151,0,0,0,0
HW-101162,KWD 10.032,0,0,11,0
HW-101163,6.776,0,2,0,0
HW-101164,23.508,0,5,5,0
HW-101165,7.390,0,8,3,7
HW-101166,19.419,3,8,0,0
HW-101167,0.443,0,0,0,0
HW-101168,11.354,0,12,9,6
HW-101169,5.431,5,0,0,0
HW-101170,KWD 7.415,0,12,2,0
HW-101171,20.869,0,3,0,6
HW-101172,KD 13.971,12,0,5,0
HW-101173,KD 24.553,4,12,1,0
HW-101174,16.695,2,0,7,0
HW-101175,24.618,0,9,2,0
HW-101176,15.709,0,4,6,0
HW-101177,7.030,0,0,4,0
HW-101178,20.230,0,4,2,0
HW-101179,21.266,0,9,0,0
HW-101180,0.861,10,0,10,6
HW-101181,3.697,0,0,0,2
HW-101182,16.936,5,11,0,0
HW-101183,6.223,9,0,0,0
HW-101184,19.620,0,6,8,7
HW-101185,24.288,1,0,7,0
HW-101186,0.886,1,11,9,0
HW-101187,10.966,9,2,6,0
HW-101188,21.346,0,0,0,8
HW-101189,16.407,0,0,9,6
HW-101190,KD 7.774,0,0,5,0
HW-101191,14.251,0,0,5,12
HW-101192,21.083,0,0,0,6
HW-101193,280.668,0,9,0,0
HW-101194,4.394,3,0,0,11
HW-101195,23.633,7,0,4,6
HW-101196,6.563,0,0,0,0
HW-101197,17.030,3,0,9,0
HW-101198,14.772,8,8,7,0
HW-101199,6.683,2,1,0,7
HW-101200,3.136,8,1,5,12
HW-101201,21.313,0,3,12,0
HW-101202,KD 13.158,7,7,0,0
HW-101203,12.553,0,10,11,5
HW-101204,23.245,7,0,0,0
HW-101205,1.071,9,2,0,9
HW-101206,KD 15.877,9,0,10,0
HW-101207,5.340,5,3,4,9
HW-101208,21.309,1,0,1,0
HW-101209,0.138,0,4,4,0
HW-101210,13.409,9,0,0,12
HW-101211,18.737,0,7,12,0
HW-101212,9.861,6,0,9,0
HW-101213,153.125,0,3,0,0
HW-101214,20.204,0,0,0,0
HW-101215,17.682,0,8,3,0
HW-101216,13.867,0,8,4,0
HW-101217,14.585,0,0,0,1
HW-101218,9.282,1,0,7,0
HW-101219,11.649,0,0,11,1
HW-101220,8.922,0,0,10,0
HW-101221,6.033,0,0,12,5
HW-101222,KWD 23.891,0,0,0,0
HW-101223,4.698,0,0,3,0
HW-101224,14.387,0,0,0,6
HW-101225,1.236,7,0,0,0
HW-101226,9.000,5,2,0,0
HW-101227,KD 8.744,0,0,9,0
HW-101228,19.857,2,5,9,0
HW-101229,1.814,0,0,10,0
HW-101230,0.417,10,0,0,0
HW-101231,3.995,0,4,6,12
HW-101232,12.782,0,3,4,9
HW-101233,0.463,3,7,0,0
HW-101234,5.807,12,1,10,8
HW-101235,21.306,10,2,12,0
HW-101236,14.166,0,0,0,3
HW-101237,6.059,0,9,6,5
HW-101238,19.389,0,0,0,0
HW-101239,12.632,0,0,0,0
HW-101240,4.656,10,0,11,0
HW-101241,15.522,0,6,6,7
HW-101242,6.388,11,12,0,8
HW-101243,261.019,0,0,12,4
HW-101244,22.637,0,0,0,4
HW-101245,19.955,0,0,0,0
HW-101246,KD 13.491,0,0,0,9
HW-101247,20.049,0,0,3,0
HW-101248,24.115,4,11,3,12
HW-101249,11.221,12,0,0,0
HW-101250,12.304,0,9,0,0
HW-101251,15.020,0,11,12,11
HW-101252,24.446,0,10,9,0
HW-101253,21.482,0,0,0,0
HW-101254,17.547,0,0,0,10
HW-101255,2.882,0,8,0,0
HW-101256,7.693,0,0,0,5
HW-101257,4.092,6,11,0,0
HW-101258,17.181,7,0,5,0
HW-101259,13.711,10,7,0,0
HW-101260,21.103,0,9,12,2
HW-101261,20.467,0,0,0,4
HW-101262,24.057,0,2,0,0
HW-101263,22.169,0,0,0,0
HW-101264,5.315,0,6,12,0
HW-101265,24.156,8,0,1,0
HW-101266,17.635,4,0,0,0
HW-101267,14.565,6,0,8,0
HW-101268,23.055,8,3,9,9
HW-101269,15.875,4,0,9,2
HW-101270,0.473,0,12,0,0
HW-101271,3.198,0,0,0,4
HW-101272,13.475,0,1,2,1
HW-101273,215.358,3,0,4,0
HW-101274,7.109,8,10,0,0
HW-101275,4.009,3,0,0,10
HW-101276,23.505,0,0,7,0
HW-101277,KWD 206.555,12,0,4,0
HW-101278,18.240,12,0,4,10
HW-101279,3.255,0,0,11,6
HW-101280,276.403,8,0,0,0
HW-101281,11.209,0,6,0,5
HW-101282,5.888,11,10,0,10
HW-101283,10.860,0,10,9,0
HW-101284,23.350,0,9,6,4
HW-101285,14.147,0,6,0,0
HW-101286,19.907,6,2,0,2
HW-101287,12.411,0,1,0,0
HW-101288,23.679,0,0,0,10
HW-101289,16.279,0,3,0,3
HW-101290,5.727,2,10,0,0
HW-101291,20.177,9,3,0,5
HW-101292,20.037,0,8,0,3
HW-101293,20.920,0,1,9,0
HW-101294,23.983,5,12,7,0
HW-101295,16.362,5,0,0,0
HW-101296,4.072,5,10,0,0
HW-101297,15.695,0,6,12,0
HW-101298,16.718,8,0,11,2
HW-101299,1.822,10,0,1,4
HW-101300,23.453,10,0,4,0
HW-101301,17.783,2,0,8,0
HW-101302,15.820,2,7,7,1
HW-101303,5.063,6,0,6,0
HW-101304,24.477,0,0,11,6
HW-101305,57.193,5,0,9,11
HW-101306,KD 1.142,12,2,9,0
HW-101307,KWD 7.558,7,0,0,3
HW-101308,KD 6.782,1,0,3,0
HW-101309,48.706,0,0,10,0
HW-101310,12.367,0,8,10,0
HW-101311,16.663,0,0,0,0
HW-101312,21.217,5,8,0,0
HW-101313,20.187,1,0,0,0
HW-101314,24.599,5,3,0,9
HW-101315,22.748,8,0,4,0
HW-101316,7.129,3,0,0,0
HW-101317,4.399,0,9,2,0
HW-101318,16.535,0,5,0,0
HW-101319,21.143,4,9,9,0
HW-101320,13.597,0,5,0,0
HW-101321,22.961,0,0,0,8
HW-101322,22.834,0,0,1,0
HW-101323,KWD 7.967,4,6,11,9
HW-101324,10.768,0,0,0,0
HW-101325,21.797,12,0,0,9
HW-101326,16.643,1,7,0,9
HW-101327,113.627,0,10,0,0
HW-101328,146.187,0,4,10,0
HW-101329,159.066,0,5,1,0
HW-101330,10.401,0,0,10,0
HW-101331,23.862,0,0,10,4
HW-101332,24.308,0,0,0,0
HW-101333,4.230,0,0,3,0
HW-101334,18.838,0,11,0,0
HW-101335,5.442,0,0,12,6
HW-101336,12.594,2,0,0,0
HW-101337,12.535,0,6,1,0
HW-101338,0.610,0,1,8,0
HW-101339,KWD 77.520,6,1,4,5
HW-101340,22.748,4,2,0,0
HW-101341,19.974,9,0,6,0
HW-101342,18.189,0,0,6,0
HW-101343,22.734,7,4,0,0
HW-101344,5.658,0,1,6,0
HW-101345,KD 20.662,0,0,9,1
HW-101346,4.082,0,0,12,8
HW-101347,23.052,3,0,7,9
HW-101348,18.788,0,10,11,1
HW-101349,20.491,0,0,3,0
HW-101350,12.388,5,8,0,0
HW-101351,7.721,0,0,4,7
HW-101352,9.247,0,6,0,0
HW-101353,257.466,0,0,0,3
HW-101354,14.110,0,11,0,0
HW-101355,4.439,0,0,1,0
HW-101356,16.896,12,0,6,8
HW-101357,20.455,0,0,2,6
HW-101358,21.787,0,0,7,0
HW-101359,3.177,0,0,0,0
HW-101360,17.626,10,5,0,2
HW-101361,117.067,2,7,0,0
HW-101362,KWD 13.172,0,0,0,0
HW-101363,8.071,0,4,0,0
HW-101364,8.544,6,0,6,0
HW-101365,12.798,0,6,0,7
HW-101366,14.270,0,8,0,0
HW-101367,23.222,1,0,0,0
HW-101368,9.541,10,2,0,7
HW-101369,15.190,0,0,0,0
HW-101370,16.582,11,11,0,0
HW-101371,5.319,0,0,0,0
HW-101372,24.589,12,0,7,0
HW-101373,20.033,4,0,0,0
HW-101374,20.547,0,0,0,8
HW-101375,KD 191.585,5,0,0,12
HW-101376,11.061,7,0,3,0
HW-101377,9.465,10,0,0,0
HW-101378,8.401,8,11,10,3
HW-101379,1.882,1,7,10,0
HW-101380,10.191,0,4,6,0
HW-101381,10.157,0,10,0,11
HW-101382,6.048,11,0,0,0
HW-101383,10.607,0,6,0,0
HW-101384,4.482,5,9,0,1
HW-101385,18.999,10,0,0,6
HW-101386,18.681,6,5,0,0
HW-101387,9.978,0,0,0,7
HW-101388,18.924,0,0,9,6
HW-101389,4.626,0,0,0,7
HW-101390,13.023,0,10,0,0
HW-101391,KWD 2.449,5,0,0,3
HW-101392,19.303,4,0,1,0
HW-101393,236.617,3,0,2,0
HW-101394,8.001,11,0,8,0
HW-101395,2.108,11,0,0,0
HW-101396,14.478,0,0,10,8
HW-101397,1.039,0,0,0,0
HW-101398,3.055,0,0,12,7
HW-101399,2.677,0,3,9,12
HW-101400,4.808,0,0,0,0
HW-101401,8.208,4,0,0,0
HW-101402,2.538,0,0,0,0
HW-101403,10.472,12,0,0,10
HW-101404,14.074,0,7,0,0
HW-101405,15.896,12,0,0,0
HW-101406,18.947,0,10,0,0
HW-101407,KD 0.778,0,0,5,2
HW-101408,5.710,0,0,11,0
HW-101409,7.691,1,0,0,8
HW-101410,20.295,11,0,0,4
HW-101411,KD 0.232,0,9,0,3
HW-101412,7.887,3,0,0,7
HW-101413,10.374,0,0,0,0
HW-101414,15.252,5,0,6,10
HW-101415,20.806,2,0,0,0
HW-101416,KD 239.851,2,0,7,0
HW-101417,4.768,0,0,0,0
HW-101418,8.309,3,12,6,0
HW-101419,6.859,0,3,0,1
HW-101420,22.470,0,8,0,2
HW-101421,KWD 9.003,8,1,8,0
HW-101422,11.944,8,0,0,0
HW-101423,23.712,11,0,0,6
HW-101424,11.539,6,9,11,4
HW-101425,17.295,0,12,7,0
HW-101426,24.868,0,0,8,0
HW-101427,11.093,11,3,11,0
HW-101428,7.690,12,0,0,0
HW-101429,11.450,8,6,0,0
HW-101430,12.956,7,0,4,0
HW-101431,9.404,4,2,2,4
HW-101432,8.336,0,1,2,11
HW-101433,15.592,0,0,9,0
HW-101434,4.810,0,3,0,2
HW-101435,KWD 262.442,0,0,0,0
HW-101436,14.302,0,1,3,3
HW-101437,6.033,4,5,5,11
HW-101438,16.888,2,0,0,4
HW-101439,14.225,3,0,3,10
HW-101440,0.389,0,1,0,0
HW-101441,3.170,0,0,5,12
HW-101442,5.917,7,1,2,3
HW-101443,9.424,0,5,0,7
HW-101444,10.378,11,10,0,0
HW-101445,9.817,8,0,0,0
HW-101446,19.298,5,0,6,5
HW-101447,KD 19.802,12,0,0,0
HW-101448,0.614,6,0,3,0
HW-101449,24.773,2,1,4,0
HW-101450,11.975,0,0,0,7
HW-101451,19.334,0,3,0,0
HW-101452,5.382,3,0,9,0
HW-101453,15.915,10,0,4,10
HW-101454,0.154,0,0,9,4
HW-101455,4.837,3,0,0,1
HW-101456,KWD 13.291,0,5,0,4
HW-101457,11.752,0,0,1,0
HW-101458,16.239,6,0,0,0
HW-101459,9.698,0,3,0,5
HW-101460,11.127,4,0,4,0
HW-101461,KD 7.885,1,0,7,4
HW-101462,13.797,7,0,0,0
HW-101463,20.820,0,0,0,2
HW-101464,14.557,0,0,7,12
HW-101465,KD 173.602,0,0,0,0
HW-101466,12.223,8,0,2,11
HW-101467,24.114,7,0,0,0
HW-101468,15.242,0,0,9,6
HW-101469,22.849,0,7,11,5
HW-101470,12.460,3,8,3,4
HW-101471,24.550,0,7,12,5
HW-101472,288.797,10,10,4,0
HW-101473,12.356,0,11,0,0
HW-101474,21.985,0,12,0,2
HW-101475,7.403,12,11,0,0
HW-101476,9.389,0,0,0,0
HW-101477,2.507,5,0,0,0
HW-101478,6.226,11,8,0,4
HW-101479,5.085,0,0,0,5
HW-101480,24.260,1,12,9,0
HW-101481,9.880,0,0,0,0
HW-101482,12.882,0,0,12,1
HW-101483,22.117,1,10,10,10
HW-101484,23.328,0,2,6,0
HW-101485,0.328,8,0,0,2
HW-101486,12.190,11,0,0,3
HW-101487,2.533,1,0,0,0
HW-101488,14.274,0,0,0,0
HW-101489,4.485,0,8,0,0
HW-101490,45.428,0,0,0,7
HW-101491,18.180,2,0,7,7
HW-101492,26.470,0,0,0,3
HW-101493,15.725,2,11,0,10
HW-101494,6.688,0,0,0,0
HW-101495,KWD 5.791,3,0,0,0
HW-101496,14.786,0,0,0,0
HW-101497,4.484,0,2,5,0
HW-101498,KWD 22.678,0,9,0,0
HW-101499,2.366,0,10,0,0
HW-101500,3.766,0,0,0,7
HW-101501,4.379,10,4,0,11
HW-101502,6.043,5,1,10,1
HW-101503,15.210,0,0,0,8
HW-101504,6.009,10,0,0,9
HW-101505,KD 2.630,0,2,0,9
HW-101506,6.071,2,1,0,0
HW-101507,15.831,7,1,0,7
HW-101508,24.585,0,8,7,12
HW-101509,18.625,0,1,0,6
HW-101510,11.389,7,0,3,1
HW-101511,13.443,1,0,0,7
HW-101512,15.062,0,1,0,2
HW-101513,1.399,5,3,4,0
HW-101514,23.147,0,12,0,8
HW-101515,23.590,8,0,8,8
HW-101516,14.602,0,0,0,0
HW-101517,187.329,0,0,0,0
HW-101518,KWD 8.208,2,1,6,4
HW-101519,24.664,7,10,0,0
