saleRef,saleDate,customer,branch,warehouse,item,unit,qty,unitPrice,discount,payment,dueDate,statedTotal,notes
SLS-90353,2025-08-17,"Al-Khaled General Trading 4,",Fahaheel Branch,Fahaheel Branch,Gulf  Star Combination Wrench 10mm,PC,11,6.797,,cash,,130.440,
SLS-90353,2025-08-17,"Al-Khaled General Trading 4,",Fahaheel Branch,Fahaheel Branch,Ingco Inverter Generator 3/4 inch,PCS,6,9.582,1.819,cash,,,
SLS-90354,2026-08-06,  Al-Marzouq Home 4.,Shuwaikh Main,Shuwaikh Main,Gulf Star Flat Washer 450W,PC,10,KD 13.637,3.735,bank_transfer,,KD 132.635,Migrated from legacy system
SLS-90355,2026-07-18,FAHAHEEL HOME SERVICES 9,Fahaheel Branch,Fahaheel Branch,Crown Self Tapping Screw 16 Gauge,Nos,5,15.806,,cash,,KWD 99.975,Migrated from legacy system
SLS-90355,2026-07-18,FAHAHEEL HOME SERVICES 9,Fahaheel Branch,Fahaheel Branch,Total Grinding Disc 4L,PCS,5,4.189,,cash,,,Migrated from legacy system
SLS-90356,2025-10-22,First Gulf Interiors,Ardiya Warehouse,Ardiya Warehouse,Metabo Wall Primer 18L,PCS,11,18.092,,cash,,KD 264.937,
SLS-90356,2025-10-22,First Gulf Interiors,Ardiya Warehouse,Ardiya Warehouse,Hitachi Copper Tee 8mm,PCS,3,21.975,,cash,,,
SLS-90357,2026-02-04,Hawally Repair Shop 5,Fahaheel Branch,Fahaheel Branch,Al-Fanar Wall Switch 20L,PCS,4,2.493,0.434,cash,,9.538,Migrated from legacy system
SLS-90358,2026-07-22,Desert Rose Interiors,Ardiya Warehouse,Ardiya Warehouse,Sata Wheelbarrow 750W,pc,10,KD 1.596,,cash,,15.960,
SLS-90359,2026-05-03,al-nasser renovation 12,Ardiya Warehouse,Ardiya Warehouse,Black+Decker Door Lock 9L,PCS,8,28.766,,credit,2026-08-01,570.553,
SLS-90359,2026-05-03,al-nasser renovation 12,Ardiya Warehouse,Ardiya Warehouse,Stanley Combination Wrench 18L,PCS,10,35.357,13.145,credit,2026-08-01,,
SLS-90360,2026-07-04,Al-Bahar Property Services,Fahaheel Branch,Fahaheel Branch,Makita  Digging Spade 1/2 inch,PCS,5,9.986,2.466,credit,2026-08-03,65.602,
SLS-90360,2026-07-04,Al-Bahar Property Services,Fahaheel Branch,Fahaheel Branch,Black+Decker Door Handle 650W,Nos,2,9.069,,credit,2026-08-03,,Migrated from legacy system
SLS-90361,2026-01-22,Continental Maintenance Co. 12,Ardiya Warehouse,Ardiya Warehouse,Karcher Machine Screw 1/2 inch,Nos,8,17.039,,credit,2026-04-22,1006.876,Migrated from legacy system
SLS-90361,2026-01-22,Continental Maintenance Co. 12,Ardiya Warehouse,Ardiya Warehouse,Crown Silicone Sealant Tube 25mm,PCS,6,145.094,,credit,2026-04-22,,
SLS-90362,2025-11-15,Fahaheel Home Services,Fahaheel Branch,Fahaheel Branch,Karcher Cold Chisel 1L,PCS,4,12.480,2.107,cash,,73.197,Migrated from legacy system
SLS-90362,2025-11-15,Fahaheel Home Services,Fahaheel Branch,Fahaheel Branch,Bosch Paint Thinner 10mm,PCS,1,25.384,,cash,,,
SLS-90363,2026-06-06,Modern Home Fix-It 13,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Enamel Paint 1kg,PCS,11,8.694,,bank_transfer,,KD 3808.504,
SLS-90363,2026-06-06,Modern Home Fix-It 13,Ardiya Warehouse,Ardiya Warehouse,Truper Plastic Water Tank 8mm,Pieces,12,7.130,,bank_transfer,,,
SLS-90363,2026-06-06,Modern Home Fix-It 13,Ardiya Warehouse,Ardiya Warehouse,Sata Self Tapping Screw 50kg,Pieces,10,362.731,,bank_transfer,,,Migrated from legacy system
SLS-90364,2026-07-18,Al-Ajmi Interiors 10,Fahaheel Branch,Fahaheel Branch,Yato Safety Goggles 900W  ,PCS,1,0.912,,credit,2026-09-01,168.760,
SLS-90364,2026-07-18,Al-Ajmi Interiors 10,Fahaheel Branch,Fahaheel Branch,Skil Sandpaper Sheet 24 Gauge,PCS,2,KWD 15.875,,credit,2026-09-01,,Migrated from legacy system
SLS-90364,2026-07-18,Al-Ajmi Interiors 10,Fahaheel Branch,Fahaheel Branch,Total Scaffolding Frame Small,pc,9,15.122,,credit,2026-09-01,,Migrated from legacy system
SLS-90365,2026-02-27,Al-Enezi General Maintenance,Fahaheel Branch,Fahaheel Branch,Metabo Cold Chisel 2000W,Nos,7,9.524,,bank_transfer,,KD 105.364,
SLS-90365,2026-02-27,Al-Enezi General Maintenance,Fahaheel Branch,Fahaheel Branch,Ingco Scaffolding Frame 20L,pcs,4,10.176,2.008,bank_transfer,,,
SLS-90366,2026-02-11,Al-Ghanim Home Repairs 9,Fahaheel Branch,Fahaheel Branch,Gulf Star Inverter Generator 12mm,PCS,12,33.307,,credit,2026-05-12,544.152,Migrated from legacy system
SLS-90366,2026-02-11,Al-Ghanim Home Repairs 9,Fahaheel Branch,Fahaheel Branch,Truper Concrete Nail 1/2 inch,PCS,4,36.117,,credit,2026-05-12,,
SLS-90367,2025-11-23,Al-Qadi Household 3,Fahaheel Branch,Fahaheel Branch,Bosch Spirit Level 1 inch,PCS,3,17.926,,cash,,195.041,
SLS-90367,2025-11-23,Al-Qadi Household 3,Fahaheel Branch,Fahaheel Branch,Karcher Cutting Disc 50mm,PCS,4,35.495,0.717,cash,,,Migrated from legacy system
SLS-90368,2026-03-24,Al-Wazzan Maintenance 12  ,Shuwaikh Main,Shuwaikh Main,Tolsen Grinding Disc Medium,pcs,7,82.808,,cash,,KWD 704.368,
SLS-90368,2026-03-24,Al-Wazzan Maintenance 12  ,Shuwaikh Main,Shuwaikh Main,Ingco Silicone Sealant Tube 18L,PCS,8,15.589,,cash,,,Migrated from legacy system
SLS-90369,2025-12-06,Al-Bahar Property Services 3,Shuwaikh Main,Shuwaikh Main,DeWalt Tool Kit 750W Pieces,PCS,12,20.122,8.192,bank_transfer,,324.147,
SLS-90369,2025-12-06,Al-Bahar Property Services 3,Shuwaikh Main,Shuwaikh Main,Ridgid Tile Adhesive Bag Medium,PCS,5,19.121,4.730,bank_transfer,,,
SLS-90370,2026-02-10,Al-Sabah Villa Services 8,Fahaheel Branch,Fahaheel Branch,Black+Decker Pruning Shears 4L,pc,2,KD 5.388,,cash,,10.776,
SLS-90371,2026-05-24,Ahmadi Villa Care 3,Shuwaikh Main,Shuwaikh Main,Metabo Enamel Paint 900W,Pieces,6,19.115,,cash,,332.731,
SLS-90371,2026-05-24,Ahmadi Villa Care 3,Shuwaikh Main,Shuwaikh Main,Black+Decker Wheelbarrow 25kg,PCS,10,KWD 20.697,,cash,,,Migrated from legacy system
SLS-90371,2026-05-24,Ahmadi Villa Care 3,Shuwaikh Main,Shuwaikh Main,Total Plastic Water Tank 2000W,PCS,1,11.071,,cash,,,Migrated from legacy system
SLS-90372,2025-09-06,Al-Duaij Maintenance  Est. 7,Ardiya Warehouse,Ardiya Warehouse,Sata Plastic Water Tank 25kg,PCS,11,3.408,,bank_transfer,,2119.329,
SLS-90372,2025-09-06,Al-Duaij Maintenance  Est. 7,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Copper Elbow 50kg,PCS,12,12.523,,bank_transfer,,,Migrated from legacy system
SLS-90372,2025-09-06,Al-Duaij Maintenance  Est. 7,Ardiya Warehouse,Ardiya Warehouse,Skil PVC Conduit Pipe 4L,PCS,5,386.313,,bank_transfer,,,
SLS-90373,2025-12-31,Fahaheel Home Services 2,Ardiya Warehouse,Ardiya Warehouse,Skil Combination Wrench 25kg,PCS,4,14.272,,credit,2026-01-30,201.091,Migrated from legacy system
SLS-90373,2025-12-31,Fahaheel Home Services 2,Ardiya Warehouse,Ardiya Warehouse,Truper Flat Washer 3/8 inch,PCS,3,0.577,,credit,2026-01-30,,Migrated from legacy system
SLS-90373,2025-12-31,Fahaheel Home Services 2,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Safety Goggles 18 Gauge,PCS,12,11.856,,credit,2026-01-30,,
SLS-90374,2025-08-11,Al-Marzouq Home 12,Rai Branch,Rai Branch,Al-Fanar Flat Washer 24 Gauge,Pieces,11,32.898,,bank_transfer,,KD 477.081,
SLS-90374,2025-08-11,Al-Marzouq Home 12,Rai Branch,Rai Branch,"Black+Decker Tool Kit Large Pieces,",PCS,11,10.473,,bank_transfer,,,Migrated from legacy system
SLS-90375,2026-05-20,Al-Yaqout Villas 10,Shuwaikh Main,Shuwaikh Main,Ridgid Wood Router Medium,Pieces,4,2.530,0.176,bank_transfer,,113.654,
SLS-90375,2026-05-20,Al-Yaqout Villas 10,Shuwaikh Main,Shuwaikh Main,Tolsen Machine Screw 50kg,PCS,3,KWD 34.570,,bank_transfer,,,Migrated from legacy system
SLS-90376,2026-05-06,Al-Wazzan Maintenance 12  ,Ardiya Warehouse,Ardiya Warehouse,Skil Welding Gloves 3/4 inch,PCS,9,15.598,,cash,,140.382,
SLS-90377,2026-06-11,Al-Zamil Villas 8,Shuwaikh Main,Shuwaikh Main,Total Sandpaper Sheet 1/4 Inch,PCS,1,8.797,,credit,2026-07-26,8.797,Migrated from legacy system
SLS-90378,2025-09-11,Hawally  Repair Shop 3,Fahaheel Branch,Fahaheel Branch,Bosch Tile Adhesive Bag XL,PCS,2,KD 23.112,,cash,,583.668,
SLS-90378,2025-09-11,Hawally  Repair Shop 3,Fahaheel Branch,Fahaheel Branch,Gulf Star Sledge Hammer 1200W,PCS,12,32.372,,cash,,,Migrated from legacy system
SLS-90378,2025-09-11,Hawally  Repair Shop 3,Fahaheel Branch,Fahaheel Branch,BOSCH MACHINE SCREW 8MM,PCS,10,14.898,,cash,,,
SLS-90379,2026-07-29,Al-Ajmi Interiors  Est. 12,Fahaheel Branch,Fahaheel Branch,Metabo Epoxy Adhesive 9L,PCS,4,5.204,,cash,,20.816,Migrated from legacy system
SLS-90380,2026-04-18,Ahmad Al-Kandari 7,Shuwaikh Main,Shuwaikh Main,Truper Welding Gloves 1L,Nos,6,4.313,,bank_transfer,,70.722,
SLS-90380,2026-04-18,Ahmad Al-Kandari 7,Shuwaikh Main,Shuwaikh Main,Truper Wood Screw 900W,Pieces,12,3.737,,bank_transfer,,,Migrated from legacy system
SLS-90381,2025-09-25,Al-Roumi Renovation 8,Shuwaikh Main,Shuwaikh Main,Skil Steel Chain 12mm,PCS,3,2.317,,cash,,114.084,Migrated from legacy system
SLS-90381,2025-09-25,Al-Roumi Renovation 8,Shuwaikh Main,Shuwaikh Main,Ingco Sandpaper Sheet Medium,PCS,3,35.711,,cash,,,
SLS-90382,2026-01-16,Al-Bahar Property Services  Est. 7,Rai Branch,Rai Branch,total pop rivet 9l,PCS,7,18.888,,cash,,328.928,Migrated from legacy system
SLS-90382,2026-01-16,Al-Bahar Property Services  Est. 7,Rai Branch,Rai Branch,Hilti Pvc Conduit Pipe 24 Gauge,PCS,8,2.924,,cash,,,
SLS-90382,2026-01-16,Al-Bahar Property Services  Est. 7,Rai Branch,Rai Branch,Stanley ARC Welding Machine 1/2 inch,PCS,7,24.760,,cash,,,Migrated from legacy system
SLS-90383,2026-06-16,  Al-Zamil Villas,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Wheelbarrow 1L,PCS,8,6.455,,cash,,128.144,
SLS-90383,2026-06-16,  Al-Zamil Villas,Ardiya Warehouse,Ardiya Warehouse,Skil Garden Shovel Large,PCS,1,24.757,,cash,,,Migrated from legacy system
SLS-90383,2026-06-16,  Al-Zamil Villas,Ardiya Warehouse,Ardiya Warehouse,Total Work Gloves 20 Gauge,PCS,8,6.481,0.101,cash,,,Migrated from legacy system
SLS-90384,2026-06-04, Al-Qadi Household  Est. 7 ,Rai Branch,Rai Branch,DeWalt Electrical Cable Large,Pieces,12,19.044,11.258,credit,2026-09-02,495.319,Migrated from legacy system
SLS-90384,2026-06-04, Al-Qadi Household  Est. 7 ,Rai Branch,Rai Branch,Makita Teflon Tape 9L,Pieces,3,23.149,,credit,2026-09-02,,
SLS-90384,2026-06-04, Al-Qadi Household  Est. 7 ,Rai Branch,Rai Branch,hilti  wood screw 24 gauge,PCS,9,23.178,,credit,2026-09-02,,Migrated from legacy system
SLS-90385,2026-03-14,Desert Rose Interiors 2,Fahaheel Branch,Fahaheel Branch,Bosch Wood Screw 1/2 inch,PCS,4,4.786,KWD 0.851,cash,,173.569,
SLS-90385,2026-03-14,Desert Rose Interiors 2,Fahaheel Branch,Fahaheel Branch,"Hilti Wall Switch 3/8 inch,",Pieces,11,14.116,,cash,,,
SLS-90386,2025-10-12,Al-Sanea Property 6,Shuwaikh Main,Shuwaikh Main,Al-Fanar Laser Level 3/4 inch,PCS,12,0.627,,cash,,7.524,Migrated from legacy system
SLS-90387,2025-10-18,Fahaheel Home Services,Ardiya Warehouse,Ardiya Warehouse,Total Extension Cord 6mm,PCS,9,6.767,,credit,2025-12-02,65.883,
SLS-90387,2025-10-18,Fahaheel Home Services,Ardiya Warehouse,Ardiya Warehouse,Total  Wheelbarrow 25kg,PCS,5,KD 0.996,,credit,2025-12-02,,Migrated from legacy system
SLS-90388,2025-09-04,Al-Anjari Villas 5,Ardiya Warehouse,Ardiya Warehouse,Truper Garden Cart 25kg,PCS,9,24.286,3.985,bank_transfer,,272.070,
SLS-90388,2025-09-04,Al-Anjari Villas 5,Ardiya Warehouse,Ardiya Warehouse,Metabo Pruning Shears Small,PCS,3,0.931,,bank_transfer,,,
SLS-90388,2025-09-04,Al-Anjari Villas 5,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Paint Brush 900W,Pieces,2,27.344,,bank_transfer,,,
SLS-90389,2026-06-11,Al-Khaled General Trading 3,Fahaheel Branch,Fahaheel Branch,Truper Aluminium Ladder 1/4 inch,PCS,6,12.668,,cash,,241.547,
SLS-90389,2026-06-11,Al-Khaled General Trading 3,Fahaheel Branch,Fahaheel Branch,DeWalt Super Glue 4L,PCS,4,8.261,0.735,cash,,,
SLS-90389,2026-06-11,Al-Khaled General Trading 3,Fahaheel Branch,Fahaheel Branch,sata jigsaw 1 inch,PCS,5,26.646,,cash,,,Migrated from legacy system
SLS-90390,2025-09-22,Nasser Al-Hajeri 12,Ardiya Warehouse,Ardiya Warehouse,Black+Decker Grinding Disc 3/8 inch,PCS,4,14.260,,cash,,139.972,Migrated from legacy system
SLS-90390,2025-09-22,Nasser Al-Hajeri 12,Ardiya Warehouse,Ardiya Warehouse,Yato Laser Level Large,PC,12,6.911,,cash,,,
SLS-90391,2026-01-17,Al-Fahad Contracting 9,Ardiya Warehouse,Ardiya Warehouse,Total Hammer Drill 20 Gauge,PCS,11,12.791,,bank_transfer,,145.810,
SLS-90391,2026-01-17,Al-Fahad Contracting 9,Ardiya Warehouse,Ardiya Warehouse,Total Phillips Screwdriver 8mm,PCS,1,KD 5.109,,bank_transfer,,,
SLS-90392,2026-07-17, First Gulf Interiors 4 ,Rai Branch,Rai Branch,Ingco Inverter Generator 12mm,PCS,3,KWD 2.210,0.272,credit,2026-09-15,6.358,
SLS-90393,2026-02-19,"First Gulf Interiors 9,",Ardiya Warehouse,Ardiya Warehouse,Total Concrete Nail 25mm,PCS,6,16.468,3.655,cash,,95.153,
SLS-90394,2026-06-11,Union Facility Services,Shuwaikh Main,Shuwaikh Main,Hilti Welding Mask 4L,PCS,2,20.843,,cash,,41.686,Migrated from legacy system
SLS-90395,2026-03-08,Al-Qadi Household 11,Rai Branch,Rai Branch,BLACK+DECKER MINI GRINDER 3/8 INCH,PCS,4,2.960,,bank_transfer,,228.698,Migrated from legacy system
SLS-90395,2026-03-08,Al-Qadi Household 11,Rai Branch,Rai Branch,Crown Grinding Disc 25mm,PCS,6,36.143,,bank_transfer,,,Migrated from legacy system
SLS-90396,2025-08-09,Al-Yaqout Villas 3,Shuwaikh Main,Shuwaikh Main,Stanley Grinding Disc 1200W,Nos,9,18.045,,credit,2025-11-07,162.405,Migrated from legacy system
SLS-90397,2025-12-04,Ahmadi Villa Care 4,Ardiya Warehouse,Ardiya Warehouse,Hilti PU Foam Filler 5kg,PCS,4,4.887,,cash,,1913.038,
SLS-90397,2025-12-04,Ahmadi Villa Care 4,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Paint Roller 9L,PCS,4,26.600,,cash,,,Migrated from legacy system
SLS-90397,2025-12-04,Ahmadi Villa Care 4,Ardiya Warehouse,Ardiya Warehouse,Total Hand Saw 1200W,pc,5,357.418,,cash,,,Migrated from legacy system
SLS-90398,2026-06-12,fahad al-otaibi 9,Rai Branch,Rai Branch,Black+Decker Hi-Vis Safety Vest 4L,pcs,12,25.755,9.594,credit,2026-08-11,493.110,
SLS-90398,2026-06-12,fahad al-otaibi 9,Rai Branch,Rai Branch,Gulf Star Aluminium Ladder XL,PCS,3,16.804,,credit,2026-08-11,,
SLS-90398,2026-06-12,fahad al-otaibi 9,Rai Branch,Rai Branch,TRUPER PVC CONDUIT PIPE 3/4 INCH,pc,4,35.808,,credit,2026-08-11,,Migrated from legacy system
SLS-90399,2026-01-26,Al-Duaij Maintenance  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Metabo Safety Goggles 16mm,PCS,5,37.599,,cash,,462.651,Migrated from legacy system
SLS-90399,2026-01-26,Al-Duaij Maintenance  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Tolsen Flat Screwdriver Medium,PCS,12,22.888,,cash,,,
SLS-90400,2025-08-11,Union Facility Services 2,Fahaheel Branch,Fahaheel Branch,Metabo Steel Toe Safety Boots 20L,PCS,7,16.269,,credit,2025-11-09,KWD 113.883,
SLS-90401,2026-02-23,Desert Rose Interiors 4,Ardiya Warehouse,Ardiya Warehouse, Tolsen Tile Adhesive Bag 450W ,PCS,12,7.983,,bank_transfer,,4020.526,
SLS-90401,2026-02-23,Desert Rose Interiors 4,Ardiya Warehouse,Ardiya Warehouse,Truper Thermal Insulation Sheet 750W,Pieces,11,KWD 338.982,,bank_transfer,,,
SLS-90401,2026-02-23,Desert Rose Interiors 4,Ardiya Warehouse,Ardiya Warehouse,Ridgid Pop Rivet 1L,PCS,8,24.491,,bank_transfer,,,
SLS-90402,2026-02-19,Al-Zamil Villas 3.,Shuwaikh Main,Shuwaikh Main, Yato Combination Wrench 650W ,PCS,7,30.185,,bank_transfer,,265.359,
SLS-90402,2026-02-19,Al-Zamil Villas 3.,Shuwaikh Main,Shuwaikh Main,Truper Wall Primer Medium,PCS,8,6.758,,bank_transfer,,,
SLS-90403,2026-05-31,Continental Maintenance Co.  Est.,Shuwaikh Main,Shuwaikh Main,Hitachi Steel Toe Safety Boots 2000W,PCS,10,32.067,,cash,,594.731,Migrated from legacy system
SLS-90403,2026-05-31,Continental Maintenance Co.  Est.,Shuwaikh Main,Shuwaikh Main,Hitachi Flat Screwdriver 750W,PCS,1,10.010,,cash,,,Migrated from legacy system
SLS-90403,2026-05-31,Continental Maintenance Co.  Est.,Shuwaikh Main,Shuwaikh Main,Metabo Work Gloves 25kg,PCS,9,29.339,,cash,,,
SLS-90404,2025-12-22,Al-Qadi Household 12,Rai Branch,Rai Branch,Tolsen Door Lock 18L,PCS,11,28.069,,cash,,681.315,
SLS-90404,2025-12-22,Al-Qadi Household 12,Rai Branch,Rai Branch,Makita MCB Circuit Breaker 22 Gauge,PCS,7,2.033,,cash,,,Migrated from legacy system
SLS-90404,2025-12-22,Al-Qadi Household 12,Rai Branch,Rai Branch,Hilti PVC Conduit Pipe 25mm,PCS,11,32.575,,cash,,,
SLS-90405,2025-08-30,First Gulf Interiors 11,Shuwaikh Main,Shuwaikh Main,Stanley ARC Welding Machine 1/2 inch,PCS,2,24.760,,cash,,KD 119.381,Migrated from legacy system
SLS-90405,2025-08-30,First Gulf Interiors 11,Shuwaikh Main,Shuwaikh Main,Black+Decker Phillips Screwdriver 10mm,PCS,3,23.287,,cash,,,
SLS-90406,2026-05-06,Al-Osaimi Maintenance  Est. 3,Rai Branch,Rai Branch,Metabo PPR Pipe 9L,PCS,8,29.834,,credit,2026-05-21,261.241,Migrated from legacy system
SLS-90406,2026-05-06,Al-Osaimi Maintenance  Est. 3,Rai Branch,Rai Branch,Makita Welding Mask 1 Inch,PCS,1,22.569,,credit,2026-05-21,,Migrated from legacy system
SLS-90407,2026-02-25,  Al-Duaij Maintenance  Est. 3,Ardiya Warehouse,Ardiya Warehouse,Makita Claw Hammer 1L,pcs,11,6.965,KD 0.996,cash,,102.317,
SLS-90407,2026-02-25,  Al-Duaij Maintenance  Est. 3,Ardiya Warehouse,Ardiya Warehouse,Yato Wheelbarrow Large,PCS,7,3.814,,cash,,,
SLS-90408,2025-11-26,al-bahar property services  est. 11,Shuwaikh Main,Shuwaikh Main,Stanley Platform Ladder 24 Gauge,PCS,7,28.773,,bank_transfer,,201.411,Migrated from legacy system
SLS-90409,2025-08-15,FAHAHEEL HOME SERVICES 9,Rai Branch,Rai Branch,"Bosch Copper Elbow 18L,",pcs,4,23.906,,bank_transfer,,KD 207.235,Migrated from legacy system
SLS-90409,2025-08-15,FAHAHEEL HOME SERVICES 9,Rai Branch,Rai Branch,Bosch Door Hinge 1Kg,PCS,5,20.033,,bank_transfer,,,Migrated from legacy system
SLS-90409,2025-08-15,FAHAHEEL HOME SERVICES 9,Rai Branch,Rai Branch,Hilti Hand Saw 10mm,PCS,2,5.723,,bank_transfer,,,
SLS-90410,2026-03-18,Al-Mutairi Est. 6,Fahaheel Branch,Fahaheel Branch,Ingco Cabinet Hinge 25mm,PCS,10,31.496,,bank_transfer,,880.633,Migrated from legacy system
SLS-90410,2026-03-18,Al-Mutairi Est. 6,Fahaheel Branch,Fahaheel Branch,Makita Kitchen Mixer 4L,Nos,12,20.260,,bank_transfer,,,Migrated from legacy system
SLS-90410,2026-03-18,Al-Mutairi Est. 6,Fahaheel Branch,Fahaheel Branch,Hilti Inverter Generator 20L,PCS,11,29.323,,bank_transfer,,,
SLS-90411,2026-01-27,Salmiya Handyman Services 5,Fahaheel Branch,Fahaheel Branch,Black+Decker Basin Tap 1/4 inch,PC,11,18.417,,credit,2026-02-26,331.805,
SLS-90411,2026-01-27,Salmiya Handyman Services 5,Fahaheel Branch,Fahaheel Branch,Hitachi Spray Paint Can 4L,PCS,11,9.565,,credit,2026-02-26,,Migrated from legacy system
SLS-90411,2026-01-27,Salmiya Handyman Services 5,Fahaheel Branch,Fahaheel Branch,DeWalt Self Tapping Screw 450W,Nos,9,2.667,,credit,2026-02-26,,
SLS-90412,2026-04-01, Al-Wazzan Maintenance  Est. 7 ,Fahaheel Branch,Fahaheel Branch,black+decker aluminium ladder 1 inch,pc,1,32.332,0.384,credit,2026-05-16,524.635,
SLS-90412,2026-04-01, Al-Wazzan Maintenance  Est. 7 ,Fahaheel Branch,Fahaheel Branch,Total Pipe Sealant 4L,Nos,9,30.456,,credit,2026-05-16,,
SLS-90412,2026-04-01, Al-Wazzan Maintenance  Est. 7 ,Fahaheel Branch,Fahaheel Branch,Black+Decker Machine Screw 25kg.,PCS,9,24.287,,credit,2026-05-16,,
SLS-90413,2026-03-08,Al-Zamil Villas 7,Ardiya Warehouse,Ardiya Warehouse,TOTAL PRUNING SHEARS LARGE,PCS,2,36.177,,credit,2026-06-06,404.551,Migrated from legacy system
SLS-90413,2026-03-08,Al-Zamil Villas 7,Ardiya Warehouse,Ardiya Warehouse,Black+Decker Extension Cord 50kg,PCS,7,9.847,2.889,credit,2026-06-06,,Migrated from legacy system
SLS-90413,2026-03-08,Al-Zamil Villas 7,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Wood Router 12Mm,PCS,9,29.573,,credit,2026-06-06,,
SLS-90414,2026-01-31,Continental Maintenance Co. 4,Rai Branch,Rai Branch,Bosch Digging Spade Large,PCS,3,357.769,,cash,,1073.307,
SLS-90415,2026-03-01,Union Facility Services  Est. 5,Ardiya Warehouse,Ardiya Warehouse,Metabo Tool Kit 50Kg Pieces,PCS,7,KWD 19.919,,cash,,228.984,
SLS-90415,2026-03-01,Union Facility Services  Est. 5,Ardiya Warehouse,Ardiya Warehouse,"Stanley Platform Ladder 4L,",PCS,7,12.793,,cash,,,
SLS-90416,2026-07-30,fahaheel home services 3,Fahaheel Branch,Fahaheel Branch,Sata Garden Hose 1/4 inch  ,PCS,4,8.446,,credit,2026-09-13,33.784,Migrated from legacy system
SLS-90417,2026-04-09,Al-Roumi Renovation 10.,Rai Branch,Rai Branch,Truper Wall Switch 24 Gauge,PCS,5,10.259,,credit,2026-05-09,192.622,Migrated from legacy system
SLS-90417,2026-04-09,Al-Roumi Renovation 10.,Rai Branch,Rai Branch,Total Self Tapping Screw Small,PCS,9,KD 15.703,,credit,2026-05-09,,Migrated from legacy system
SLS-90418,2025-10-29,Salmiya Handyman Services 6,Ardiya Warehouse,Ardiya Warehouse,Crown Tool Kit 50kg Pieces,PCS,2,22.235,1.690,cash,,68.564,
SLS-90418,2025-10-29,Salmiya Handyman Services 6,Ardiya Warehouse,Ardiya Warehouse,Karcher Hand Saw Medium,Nos,4,6.446,,cash,,,Migrated from legacy system
SLS-90419,2025-12-08,Nasser Al-Hajeri 12,Ardiya Warehouse,Ardiya Warehouse,Total Wall Switch 4L,PCS,5,KWD 450.117,,cash,,2250.585,Migrated from legacy system
SLS-90420,2026-04-15,fahaheel home services 3,Shuwaikh Main,Shuwaikh Main,Sata Dust Mask Respirator Small,Nos,7,24.592,,credit,2026-05-30,518.385,Migrated from legacy system
SLS-90420,2026-04-15,fahaheel home services 3,Shuwaikh Main,Shuwaikh Main,Karcher Wood Chisel 650W,PCS,9,18.749,,credit,2026-05-30,,Migrated from legacy system
SLS-90420,2026-04-15,fahaheel home services 3,Shuwaikh Main,Shuwaikh Main,Bosch Silicone Sealant Tube 18L,pcs,6,30.810,7.360,credit,2026-05-30,,
SLS-90421,2025-12-21,Al-Zamil Villas 8,Rai Branch,Rai Branch,Skil Steel Chain 1L,PCS,4,20.430,,credit,2026-02-04,430.993,
SLS-90421,2025-12-21,Al-Zamil Villas 8,Rai Branch,Rai Branch,Makita Welding Gloves 24 Gauge,PCS,11,28.238,,credit,2026-02-04,,
SLS-90421,2025-12-21,Al-Zamil Villas 8,Rai Branch,Rai Branch,Hilti Platform Ladder 5kg,PCS,3,12.885,,credit,2026-02-04,,
SLS-90422,2026-01-22,Gulf Builders  Est. 6.,Shuwaikh Main,Shuwaikh Main,Ridgid Basin Tap 650W,PCS,11,8.816,4.281,bank_transfer,,497.079,
SLS-90422,2026-01-22,Gulf Builders  Est. 6.,Shuwaikh Main,Shuwaikh Main,DeWalt Sprinkler Head 8mm,pcs,8,21.037,,bank_transfer,,,
SLS-90422,2026-01-22,Gulf Builders  Est. 6.,Shuwaikh Main,Shuwaikh Main,Al-Fanar Pop Rivet XL,PCS,12,19.674,,bank_transfer,,,
SLS-90423,2025-12-31,  Salmiya Handyman Services 10,Ardiya Warehouse,Ardiya Warehouse,Makita Thermal Insulation Sheet Medium.,PCS,12,4.002,KD 1.282,cash,,46.742,
SLS-90424,2026-07-08,Fahad Al-Otaibi 3,Shuwaikh Main,Shuwaikh Main,makita rubber mallet 4l,PCS,9,28.616,,bank_transfer,,257.544,Migrated from legacy system
SLS-90425,2026-03-27,GULF BUILDERS 9,Shuwaikh Main,Shuwaikh Main,Hitachi Copper Tee 8mm,PCS,10,21.975,,cash,,255.273,
SLS-90425,2026-03-27,GULF BUILDERS 9,Shuwaikh Main,Shuwaikh Main,Total Tile Adhesive Bag 450W,PCS,3,11.841,,cash,,,
SLS-90426,2026-07-30,Al-Enezi General Maintenance,Shuwaikh Main,Shuwaikh Main,Truper Portable Generator 25kg,PCS,4,19.107,,bank_transfer,,76.428,
