saleRef,saleDate,customer,branch,warehouse,item,unit,qty,unitPrice,discount,payment,dueDate,statedTotal,notes
SLS-90090,27/2/2026,Al-Enezi General Maintenance  Est. 4,Ardiya Warehouse,Ardiya Warehouse,Hitachi Machine Screw Small,PCS,6,KWD 96.842,,bank_transfer,,,
SLS-90091,14/4/2026, Al-Sanea Property ,Rai Branch,Rai Branch,Ingco Self Tapping Screw 1kg,Pieces,12,17.072,,bank_transfer,,389.024,
SLS-90091,14/4/2026, Al-Sanea Property ,Rai Branch,Rai Branch,Hitachi PPR Pipe 10kg,PCS,6,KWD 14.540,,bank_transfer,,,
SLS-90091,14/4/2026, Al-Sanea Property ,Rai Branch,Rai Branch,Skil MCB Circuit Breaker 1 inch,PCS,5,19.384,,bank_transfer,,,
SLS-90092,16/5/2026,Al-Bahar Property Services 3,Ardiya Warehouse,Ardiya Warehouse,Truper Laser Level Medium,PCS,6,16.671,,cash,,294.682,Migrated from legacy system
SLS-90092,16/5/2026,Al-Bahar Property Services 3,Ardiya Warehouse,Ardiya Warehouse,Skil Cutting Disc 10Kg,Pieces,9,19.803,KD 5.702,cash,,,
SLS-90092,16/5/2026,Al-Bahar Property Services 3,Ardiya Warehouse,Ardiya Warehouse,Metabo Sandpaper Sheet 20 Gauge,PC,8,2.757,,cash,,,Migrated from legacy system
SLS-90093,10/9/2025,Modern Home Fix-It 12,Fahaheel Branch,Fahaheel Branch,BOSCH MACHINE SCREW 8MM,pcs,6,14.898,4.388,credit,10/10/2025,98.374,
SLS-90093,10/9/2025,Modern Home Fix-It 12,Fahaheel Branch,Fahaheel Branch,Ingco Dust Mask Respirator 10kg,PCS,1,13.374,,credit,10/10/2025,,Migrated from legacy system
SLS-90094,27/7/2026,Fahad Al-Otaibi 11,Fahaheel Branch,Fahaheel Branch,Bosch  Locking Pliers 450W,PCS,12,7.224,,cash,,108.893,
SLS-90094,27/7/2026,Fahad Al-Otaibi 11,Fahaheel Branch,Fahaheel Branch,Makita PPR Pipe 24 Gauge,PCS,5,4.441,,cash,,,Migrated from legacy system
SLS-90095,28/8/2025,Gulf Builders 11,Ardiya Warehouse,Ardiya Warehouse,Hilti Work Gloves 9L,PCS,8,20.217,,credit,27/9/2025,161.736,
SLS-90096,22/6/2026,Desert Rose Interiors 7,Ardiya Warehouse,Ardiya Warehouse,Ridgid Welding Electrode 10kg,Nos,11,17.299,,bank_transfer,,190.289,Migrated from legacy system
SLS-90097,21/12/2025,Modern Home Fix-It 11,Rai Branch,Rai Branch,bosch wall switch 20 gauge,PCS,12,6.991,,bank_transfer,,KD 83.892,
SLS-90098,3/10/2025,al-osaimi maintenance 12,Shuwaikh Main,Shuwaikh Main,Skil Thermal Insulation Sheet Small,pc,3,25.904,,credit,2/12/2025,483.344,
SLS-90098,3/10/2025,al-osaimi maintenance 12,Shuwaikh Main,Shuwaikh Main,Crown PPR Pipe 5kg,Pieces,9,31.072,,credit,2/12/2025,,
SLS-90098,3/10/2025,al-osaimi maintenance 12,Shuwaikh Main,Shuwaikh Main,Crown ARC Welding Machine 750W,Nos,4,31.496,,credit,2/12/2025,,Migrated from legacy system
SLS-90099,30/6/2026,Farwaniya Fix-It Center  Est.,Ardiya Warehouse,Ardiya Warehouse,Sata Work Gloves 750W,PCS,1,17.331,,credit,29/8/2026,KD 86.019,
SLS-90099,30/6/2026,Farwaniya Fix-It Center  Est.,Ardiya Warehouse,Ardiya Warehouse,Bosch Garden Hose 650W,PCS,12,5.724,,credit,29/8/2026,,Migrated from legacy system
SLS-90100,13/5/2026,Jahra Building Supplies Buyer,Fahaheel Branch,Fahaheel Branch,Bosch Spray Paint Can 3/4 inch,Nos,5,20.618,,credit,28/5/2026,KWD 175.108,
SLS-90100,13/5/2026,Jahra Building Supplies Buyer,Fahaheel Branch,Fahaheel Branch,Hilti Thermal Insulation Sheet 10kg,pcs,6,12.003,,credit,28/5/2026,,
SLS-90101,6/4/2026,Desert Rose Interiors  Est. 5,Shuwaikh Main,Shuwaikh Main,Black+Decker Dust Mask Respirator 9L,PCS,3,24.734,1.864,bank_transfer,,72.338,
SLS-90102,27/4/2026,Al-Nasser Renovation 5,Rai Branch,Rai Branch, Al-Fanar Digging Spade Large ,PCS,5,19.247,,cash,,222.103,
SLS-90102,27/4/2026,Al-Nasser Renovation 5,Rai Branch,Rai Branch,Total  Epoxy Adhesive 10mm,PCS,12,10.489,,cash,,,
SLS-90103,15/1/2026,Bayt Al-Jomard  Est. 8,Ardiya Warehouse,Ardiya Warehouse,Karcher Dust Mask Respirator 1L,PCS,8,21.247,,bank_transfer,,190.326,Migrated from legacy system
SLS-90103,15/1/2026,Bayt Al-Jomard  Est. 8,Ardiya Warehouse,Ardiya Warehouse,Bosch Super Glue 4L,PCS,2,10.175,,bank_transfer,,,Migrated from legacy system
SLS-90104,6/3/2026,Union Facility Services 13,Rai Branch,Rai Branch,Hitachi PPR Pipe 50kg,PCS,9,21.241,,cash,,191.169,
SLS-90105,4/6/2026,Al-Nasser Renovation 8,Shuwaikh Main,Shuwaikh Main,Total Basin Tap 9L,PCS,2,2.464,,cash,,53.176,
SLS-90105,4/6/2026,Al-Nasser Renovation 8,Shuwaikh Main,Shuwaikh Main, Makita Pruning Shears Small ,PCS,8,6.031,,cash,,,Migrated from legacy system
SLS-90106,25/1/2026,Al-Rashed Villas 8,Fahaheel Branch,Fahaheel Branch,Ingco Hammer Drill 1500W,PCS,4,KD 5.978,,bank_transfer,,72.786,
SLS-90106,25/1/2026,Al-Rashed Villas 8,Fahaheel Branch,Fahaheel Branch,DeWalt Flexible Wire 32mm,PCS,3,17.046,2.264,bank_transfer,,,Migrated from legacy system
SLS-90107,19/8/2025,Al-Wazzan Maintenance 11,Shuwaikh Main,Shuwaikh Main,ingco pipe sealant 10kg,PCS,7,26.292,9.170,cash,,174.874,
SLS-90108,26/1/2026,Al-Duaij Maintenance  Est. 12.,Fahaheel Branch,Fahaheel Branch,Ridgid Wire Brush 3/4 inch,Nos,7,KD 16.454,,cash,,229.028,Migrated from legacy system
SLS-90108,26/1/2026,Al-Duaij Maintenance  Est. 12.,Fahaheel Branch,Fahaheel Branch,Stanley Plastic Water Tank 40mm,PCS,10,KWD 11.385,,cash,,,Migrated from legacy system
SLS-90109,26/6/2026,Al-Fahad Contracting 5,Rai Branch,Rai Branch,Yato Safety Helmet 1/2 inch,PCS,5,17.011,,credit,24/9/2026,184.955,Migrated from legacy system
SLS-90109,26/6/2026,Al-Fahad Contracting 5,Rai Branch,Rai Branch,Total Combination Wrench 1kg,PCS,5,19.980,,credit,24/9/2026,,Migrated from legacy system
SLS-90110,24/9/2025,Al-Wazzan Maintenance 12  ,Shuwaikh Main,Shuwaikh Main,Sata Aluminium Ladder 3/4 inch,PCS,6,28.260,,credit,9/10/2025,169.560,Migrated from legacy system
SLS-90111,16/1/2026,Gulf Builders 8,Ardiya Warehouse,Ardiya Warehouse,Ingco Inverter Generator 3/4 inch,PCS,5,9.582,,bank_transfer,,347.240,Migrated from legacy system
SLS-90111,16/1/2026,Gulf Builders 8,Ardiya Warehouse,Ardiya Warehouse,DeWalt Welding Electrode 16 Gauge,PCS,4,8.822,,bank_transfer,,,
SLS-90111,16/1/2026,Gulf Builders 8,Ardiya Warehouse,Ardiya Warehouse,GULF STAR PIPE SEALANT 650W,PCS,9,29.338,,bank_transfer,,,Migrated from legacy system
SLS-90112,23/1/2026,Al-Sabah Villa Services 5,Fahaheel Branch,Fahaheel Branch,Tolsen MCB Circuit Breaker 40mm,pcs,8,35.028,,credit,9/3/2026,495.288,Migrated from legacy system
SLS-90112,23/1/2026,Al-Sabah Villa Services 5,Fahaheel Branch,Fahaheel Branch,Tolsen Emulsion Paint 20mm,PCS,9,23.896,,credit,9/3/2026,,Migrated from legacy system
SLS-90113,21/3/2026,Al-Fahad Contracting 7,Rai Branch,Rai Branch,Makita Garden Cart 450W.,PCS,2,27.196,1.652,credit,20/4/2026,104.038,Migrated from legacy system
SLS-90113,21/3/2026,Al-Fahad Contracting 7,Rai Branch,Rai Branch,Ridgid Concrete Nail 750W,PCS,5,7.626,,credit,20/4/2026,,Migrated from legacy system
SLS-90113,21/3/2026,Al-Fahad Contracting 7,Rai Branch,Rai Branch,"Stanley Padlock 6mm,",PCS,1,13.168,,credit,20/4/2026,,
SLS-90114,2/12/2025,Gulf Builders 3,Fahaheel Branch,Fahaheel Branch,Ingco Hi-Vis Safety Vest 50kg,PCS,10,5.737,,cash,,109.059,
SLS-90114,2/12/2025,Gulf Builders 3,Fahaheel Branch,Fahaheel Branch,Truper Locking Pliers 50kg,PCS,2,KD 5.742,,cash,,,Migrated from legacy system
SLS-90114,2/12/2025,Gulf Builders 3,Fahaheel Branch,Fahaheel Branch,Sata PVC Pipe 450W,PCS,2,20.973,KD 1.741,cash,,,
SLS-90115,10/8/2025,Al-Zamil Villas 7,Shuwaikh Main,Shuwaikh Main,Tolsen Spring Washer 750W,PCS,10,20.644,,credit,8/11/2025,273.396,Migrated from legacy system
SLS-90115,10/8/2025,Al-Zamil Villas 7,Shuwaikh Main,Shuwaikh Main,Bosch Thermal Insulation Sheet XL,PCS,4,16.739,,credit,8/11/2025,,Migrated from legacy system
SLS-90116,20/1/2026,Al-Marzouq Home 10,Rai Branch,Rai Branch,Skil Steel Chain 6mm,Nos,3,8.372,,credit,21/3/2026,25.116,
SLS-90117,19/12/2025,Gulf Builders 4,Rai Branch,Rai Branch,Hitachi Flood Light 25kg.,Nos,5,9.220,,cash,,46.100,
SLS-90118,9/7/2026,Jahra Building Supplies Buyer 2,Ardiya Warehouse,Ardiya Warehouse,Ingco Adjustable Wrench 25kg,PC,5,28.429,,credit,7/10/2026,142.145,
SLS-90119,20/4/2026,Gulf Builders  Est.,Rai Branch,Rai Branch,Stanley Emulsion Paint 12mm,PCS,10,28.903,,bank_transfer,,762.030,Migrated from legacy system
SLS-90119,20/4/2026,Gulf Builders  Est.,Rai Branch,Rai Branch,Stanley Jigsaw Large,Pieces,9,20.780,,bank_transfer,,,
SLS-90119,20/4/2026,Gulf Builders  Est.,Rai Branch,Rai Branch,Karcher Wood Chisel 3/4 inch,PCS,10,28.598,,bank_transfer,,,
SLS-90120,15/11/2025,Jahra Building Supplies Buyer 12,Fahaheel Branch,Fahaheel Branch,Total Combination Wrench 1kg,PCS,9,19.980,,bank_transfer,,433.290,
SLS-90120,15/11/2025,Jahra Building Supplies Buyer 12,Fahaheel Branch,Fahaheel Branch,Metabo Safety Helmet 1kg,PCS,1,KD 15.452,,bank_transfer,,,Migrated from legacy system
SLS-90120,15/11/2025,Jahra Building Supplies Buyer 12,Fahaheel Branch,Fahaheel Branch,DeWalt Thermal Insulation Sheet 1 inch,PCS,11,21.638,,bank_transfer,,,Migrated from legacy system
SLS-90121,29/5/2026,Al-Khaled General Trading 7,Shuwaikh Main,Shuwaikh Main,Total Steel Toe Safety Boots Small  ,PCS,10,22.164,,cash,,507.937,
SLS-90121,29/5/2026,Al-Khaled General Trading 7,Shuwaikh Main,Shuwaikh Main,SKIL ELECTRIC PLANER 24 GAUGE,Nos,8,26.165,,cash,,,
SLS-90121,29/5/2026,Al-Khaled General Trading 7,Shuwaikh Main,Shuwaikh Main,Gulf Star Concrete Nail 4L,PCS,3,25.659,,cash,,,Migrated from legacy system
SLS-90122,3/7/2026,Al-Nasser Renovation 8,Rai Branch,Rai Branch,Sata Cordless Drill 1200W,PC,4,31.307,,bank_transfer,,174.638,
SLS-90122,3/7/2026,Al-Nasser Renovation 8,Rai Branch,Rai Branch,Crown Spirit Level 12mm,PCS,4,12.886,2.134,bank_transfer,,,Migrated from legacy system
SLS-90123,20/6/2026,Gulf Builders 11,Rai Branch,Rai Branch,Bosch LED Bulb 1500W,PCS,10,8.558,,bank_transfer,,KD 205.940,Migrated from legacy system
SLS-90123,20/6/2026,Gulf Builders 11,Rai Branch,Rai Branch,Hilti Pop Rivet 9L,Pieces,5,24.072,,bank_transfer,,,Migrated from legacy system
SLS-90124,14/8/2025,Al-Ghanim Home Repairs 11,Rai Branch,Rai Branch,Yato Grinding Disc 3/8 inch,PCS,6,31.727,,cash,,KD 515.610,
SLS-90124,14/8/2025,Al-Ghanim Home Repairs 11,Rai Branch,Rai Branch,Karcher PU Foam Filler 32mm,pc,12,27.104,,cash,,,
SLS-90125,27/11/2025,Al-Zamil Villas 7,Fahaheel Branch,Fahaheel Branch,Hilti Door Hinge XL,PCS,4,36.547,KD 4.698,cash,,KD 375.370,
SLS-90125,27/11/2025,Al-Zamil Villas 7,Fahaheel Branch,Fahaheel Branch,Tolsen Screwdriver Set 40mm,pc,10,23.388,,cash,,,
SLS-90126,1/10/2025,continental maintenance co.  est. 7,Rai Branch,Rai Branch,Ridgid Concrete Nail 750W,PCS,10,7.626,,cash,,KD 76.260,
SLS-90127,24/1/2026,Al-Anjari Villas  Est. 13,Shuwaikh Main,Shuwaikh Main,Stanley Enamel Paint 900W,PCS,10,32.992,7.655,bank_transfer,,325.456,
SLS-90127,24/1/2026,Al-Anjari Villas  Est. 13,Shuwaikh Main,Shuwaikh Main,Ridgid Pruning Shears 20mm,pcs,3,1.095,0.094,bank_transfer,,,Migrated from legacy system
SLS-90128,23/8/2025,Al-Rashed Villas  Est. 7,Ardiya Warehouse,Ardiya Warehouse,Sata Copper Tee 900W,PCS,11,12.669,,bank_transfer,,249.840,Migrated from legacy system
SLS-90128,23/8/2025,Al-Rashed Villas  Est. 7,Ardiya Warehouse,Ardiya Warehouse,Ridgid Wire Brush 25kg,PCS,3,36.827,,bank_transfer,,,Migrated from legacy system
SLS-90129,7/8/2025,Desert Rose Interiors 4,Ardiya Warehouse,Ardiya Warehouse,Stanley ARC Welding Machine 750W,PCS,4,28.428,,cash,,291.691,Migrated from legacy system
SLS-90129,7/8/2025,Desert Rose Interiors 4,Ardiya Warehouse,Ardiya Warehouse,DeWalt  Flood Light Large.,PCS,4,10.771,,cash,,,Migrated from legacy system
SLS-90129,7/8/2025,Desert Rose Interiors 4,Ardiya Warehouse,Ardiya Warehouse,Stanley Tool Kit 18 Gauge Pieces,PCS,5,26.979,,cash,,,Migrated from legacy system
SLS-90130,19/9/2025,  Continental Maintenance Co.  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Ridgid Digging Spade 650W.,PC,4,17.286,,cash,,257.724,Migrated from legacy system
SLS-90130,19/9/2025,  Continental Maintenance Co.  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Skil Wood Screw 900W,PCS,12,15.715,,cash,,,Migrated from legacy system
SLS-90131,18/7/2026, Al-Ghanim Home Repairs  Est. 12 ,Shuwaikh Main,Shuwaikh Main,Al-Fanar Paint Brush 6mm.,PCS,3,13.061,,cash,,39.183,
SLS-90132,9/4/2026, Ahmad Al-Kandari  Est. 2 ,Shuwaikh Main,Shuwaikh Main,Gulf Star ARC Welding Machine 1kg,PCS,12,31.921,,bank_transfer,,383.052,
SLS-90133,22/10/2025,Desert Rose Interiors 4,Rai Branch,Rai Branch,Total Sprinkler Head 3/4 inch,PCS,6,32.139,,credit,6/11/2025,192.834,
SLS-90134,21/11/2025,Al-Rashed Villas 5,Fahaheel Branch,Fahaheel Branch,Hitachi Locking Pliers Medium,PCS,12,26.020,1.998,cash,,447.696,Migrated from legacy system
SLS-90134,21/11/2025,Al-Rashed Villas 5,Fahaheel Branch,Fahaheel Branch,Yato Self Tapping Screw 20 Gauge,PCS,6,22.909,,cash,,,
SLS-90135,5/9/2025,Ahmad Al-Kandari 12,Ardiya Warehouse,Ardiya Warehouse,Total Adjustable Wrench Large,PCS,2,6.090,,credit,5/10/2025,182.064,Migrated from legacy system
SLS-90135,5/9/2025,Ahmad Al-Kandari 12,Ardiya Warehouse,Ardiya Warehouse,Tolsen Electrical Cable 12mm,PCS,9,19.795,KD 8.271,credit,5/10/2025,,
SLS-90136,15/1/2026,Bayt Al-Jomard  Est. 9,Shuwaikh Main,Shuwaikh Main,Gulf Star Flood Light 3/4 inch,PCS,8,14.563,4.397,credit,14/2/2026,1522.858,Migrated from legacy system
SLS-90136,15/1/2026,Bayt Al-Jomard  Est. 9,Shuwaikh Main,Shuwaikh Main,Stanley Enamel Paint 2000W,PCS,5,291.525,46.874,credit,14/2/2026,,Migrated from legacy system
SLS-90137,30/4/2026,Gulf Builders  Est. 6.,Rai Branch,Rai Branch,Total Basin Tap 9L,PCS,9,2.464,,credit,14/6/2026,22.176,
SLS-90138,21/4/2026,Al-Mutairi Est. 11,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Wire Brush 4L,PCS,9,15.267,,cash,,426.139,
SLS-90138,21/4/2026,Al-Mutairi Est. 11,Ardiya Warehouse,Ardiya Warehouse,Metabo Cordless Drill 1200W,PCS,8,19.460,,cash,,,Migrated from legacy system
SLS-90138,21/4/2026,Al-Mutairi Est. 11,Ardiya Warehouse,Ardiya Warehouse,Crown Aluminium Ladder 9L,PCS,9,14.784,,cash,,,
SLS-90139,4/6/2026,Jahra Building Supplies Buyer 11,Ardiya Warehouse,Ardiya Warehouse,Stanley Welding Gloves 22 Gauge  ,PCS,4,13.825,,bank_transfer,,113.598,
SLS-90139,4/6/2026,Jahra Building Supplies Buyer 11,Ardiya Warehouse,Ardiya Warehouse,Tolsen Step Stool 1L,PCS,2,29.149,,bank_transfer,,,Migrated from legacy system
SLS-90140,24/3/2026,Bin Hindi Property 10,Ardiya Warehouse,Ardiya Warehouse,Skil Cutting Disc 9L,PCS,12,26.563,,cash,,KWD 475.734,Migrated from legacy system
SLS-90140,24/3/2026,Bin Hindi Property 10,Ardiya Warehouse,Ardiya Warehouse,Tolsen Ball Valve Small,PCS,6,26.163,,cash,,,
SLS-90141,2/2/2026,Fahad Al-Otaibi 2,Fahaheel Branch,Fahaheel Branch,Stanley PVC Conduit Pipe 16mm,PCS,10,2.199,,credit,17/2/2026,114.431,
SLS-90141,2/2/2026,Fahad Al-Otaibi 2,Fahaheel Branch,Fahaheel Branch,Ingco Digging Spade Medium,PCS,5,5.639,,credit,17/2/2026,,
SLS-90141,2/2/2026,Fahad Al-Otaibi 2,Fahaheel Branch,Fahaheel Branch,Makita Door Handle 16 Gauge,PCS,6,10.973,1.592,credit,17/2/2026,,
SLS-90142,21/1/2026,BAYT AL-JOMARD 4,Rai Branch,Rai Branch,Makita Welding Gloves 24 Gauge,PCS,8,28.238,,credit,5/2/2026,225.904,
SLS-90143,25/3/2026,Al-Qadi Household 2,Ardiya Warehouse,Ardiya Warehouse,Hitachi Step Stool 1/4 inch,PCS,2,25.011,,cash,,53.271,
SLS-90143,25/3/2026,Al-Qadi Household 2,Ardiya Warehouse,Ardiya Warehouse,TRUPER EPOXY ADHESIVE 650W,PCS,9,0.361,,cash,,,Migrated from legacy system
SLS-90144,22/1/2026,Union Facility Services 10.,Shuwaikh Main,Shuwaikh Main,Black+Decker Combination Wrench 9L,PCS,2,21.020,,bank_transfer,,KWD 90.190,Migrated from legacy system
SLS-90144,22/1/2026,Union Facility Services 10.,Shuwaikh Main,Shuwaikh Main,Al-Fanar Cabinet Hinge 9L,pcs,3,16.050,,bank_transfer,,,Migrated from legacy system
SLS-90145,11/7/2026,Modern Home Fix-It  Est. 5,Shuwaikh Main,Shuwaikh Main,Sata Scaffolding Frame 20 Gauge,PCS,5,196.688,,credit,25/8/2026,KWD 983.440,Migrated from legacy system
SLS-90146,3/2/2026,AL-GHANIM HOME REPAIRS,Ardiya Warehouse,Ardiya Warehouse,Hitachi Super Glue 10kg,PCS,3,8.926,KD 0.935,cash,,KD 112.612,Migrated from legacy system
SLS-90146,3/2/2026,AL-GHANIM HOME REPAIRS,Ardiya Warehouse,Ardiya Warehouse,Hilti  Claw Hammer 22 Gauge,PCS,3,28.923,,cash,,,Migrated from legacy system
SLS-90147,27/4/2026,Farwaniya Fix-It Center  Est.,Shuwaikh Main,Shuwaikh Main,Hilti Hex Bolt 3/8 inch,PCS,4,KWD 30.982,,bank_transfer,,123.928,Migrated from legacy system
SLS-90148,14/7/2026,Al-Sanea Property 4,Shuwaikh Main,Shuwaikh Main,Sata Paint Thinner 1500W,PCS,11,25.000,,cash,,2548.156,
SLS-90148,14/7/2026,Al-Sanea Property 4,Shuwaikh Main,Shuwaikh Main,DeWalt Safety Goggles 18L,PCS,8,KWD 30.485,4.751,cash,,,
SLS-90148,14/7/2026,Al-Sanea Property 4,Shuwaikh Main,Shuwaikh Main,Yato Flat Washer 50mm,PCS,9,235.495,85.428,cash,,,
SLS-90149,19/3/2026,Al-Rashed Villas 5,Shuwaikh Main,Shuwaikh Main,sata adjustable wrench 1/2 inch,PCS,9,20.749,,bank_transfer,,272.004,Migrated from legacy system
SLS-90149,19/3/2026,Al-Rashed Villas 5,Shuwaikh Main,Shuwaikh Main,AL-FANAR EMULSION PAINT 25KG,PCS,3,KD 28.421,,bank_transfer,,,
SLS-90150,30/8/2025,Continental Maintenance Co. 6,Ardiya Warehouse,Ardiya Warehouse,Ridgid Flat Washer 18 Gauge,PCS,8,22.335,3.671,cash,,395.503,Migrated from legacy system
SLS-90150,30/8/2025,Continental Maintenance Co. 6,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Ready Mix Mortar Medium,PCS,9,21.311,,cash,,,
SLS-90150,30/8/2025,Continental Maintenance Co. 6,Ardiya Warehouse,Ardiya Warehouse,Hitachi Spray Paint Can 4L,PCS,3,9.565,,cash,,,Migrated from legacy system
SLS-90151,21/5/2026,First Gulf Interiors,Ardiya Warehouse,Ardiya Warehouse,"Ridgid Circular Saw 1kg,",PCS,10,23.125,,credit,20/6/2026,357.658,
SLS-90151,21/5/2026,First Gulf Interiors,Ardiya Warehouse,Ardiya Warehouse,Truper Kitchen Mixer 6Mm,PCS,8,15.801,,credit,20/6/2026,,
SLS-90152,25/8/2025,Ahmad Al-Kandari 11,Ardiya Warehouse,Ardiya Warehouse,Crown Hi-Vis Safety Vest 18L,PCS,6,35.168,,bank_transfer,,KD 326.163,
SLS-90152,25/8/2025,Ahmad Al-Kandari 11,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar MIG Welder 2000W,PCS,5,23.031,,bank_transfer,,,Migrated from legacy system
SLS-90153,19/9/2025,Union Facility Services 6,Ardiya Warehouse,Ardiya Warehouse,Stanley  Spirit Level 1kg,PCS,10,23.581,,cash,,235.810,
SLS-90154,29/10/2025,First Gulf Interiors  Est. 7,Rai Branch,Rai Branch,Metabo Wall Switch 20mm,PC,7,17.249,,credit,27/1/2026,514.594,Migrated from legacy system
SLS-90154,29/10/2025,First Gulf Interiors  Est. 7,Rai Branch,Rai Branch,Hilti Wheelbarrow 24 Gauge,Nos,9,15.675,2.122,credit,27/1/2026,,
SLS-90154,29/10/2025,First Gulf Interiors  Est. 7,Rai Branch,Rai Branch,Metabo Flood Light 16mm,Pieces,7,KD 36.414,,credit,27/1/2026,,Migrated from legacy system
SLS-90155,12/7/2026,Salmiya Handyman Services 12,Shuwaikh Main,Shuwaikh Main,Ridgid Wood Screw 1L,PCS,1,30.874,,cash,,176.144,
SLS-90155,12/7/2026,Salmiya Handyman Services 12,Shuwaikh Main,Shuwaikh Main,DeWalt Expansion Anchor 18 Gauge,pcs,5,KWD 29.054,,cash,,,Migrated from legacy system
SLS-90156,17/5/2026,Al-Yaqout Villas  Est. 2,Fahaheel Branch,Fahaheel Branch,Bosch Electric Planer 20L,pc,7,27.056,,credit,16/6/2026,189.392,
SLS-90157,10/10/2025,Al-Roumi Renovation 6,Shuwaikh Main,Shuwaikh Main,Sata Circular Saw 5kg,PCS,8,391.561,,credit,9/11/2025,3505.502,
SLS-90157,10/10/2025,Al-Roumi Renovation 6,Shuwaikh Main,Shuwaikh Main,Stanley Laser Level 9L,Pieces,7,14.721,,credit,9/11/2025,,
SLS-90157,10/10/2025,Al-Roumi Renovation 6,Shuwaikh Main,Shuwaikh Main,Tolsen Hi-Vis Safety Vest Large,PCS,8,34.476,5.841,credit,9/11/2025,,Migrated from legacy system
SLS-90158,3/11/2025,Ahmad Al-Kandari 8,Rai Branch,Rai Branch,Stanley Welding Electrode 1L,PCS,3,1.951,0.251,cash,,KWD 106.905,Migrated from legacy system
SLS-90158,3/11/2025,Ahmad Al-Kandari 8,Rai Branch,Rai Branch,Hilti Wall Plug 50kg  ,PCS,5,14.197,3.228,cash,,,
SLS-90158,3/11/2025,Ahmad Al-Kandari 8,Rai Branch,Rai Branch,Ridgid Portable Generator 20 Gauge,PCS,2,16.773,,cash,,,Migrated from legacy system
SLS-90159,28/12/2025,Al-Bahar Property Services,Rai Branch,Rai Branch,Gulf Star Power Socket 5kg,PCS,3,18.834,,cash,,440.199,Migrated from legacy system
SLS-90159,28/12/2025,Al-Bahar Property Services,Rai Branch,Rai Branch,Hilti Steel Chain 50kg,PCS,7,55.602,5.517,cash,,,Migrated from legacy system
SLS-90160,29/12/2025,  Al-Marzouq Home 4.,Fahaheel Branch,Fahaheel Branch,Skil MCB Circuit Breaker 22 Gauge,Pieces,6,0.601,0.170,credit,13/1/2026,84.568,Migrated from legacy system
SLS-90160,29/12/2025,  Al-Marzouq Home 4.,Fahaheel Branch,Fahaheel Branch,sata ppr pipe 5kg,PCS,4,20.283,,credit,13/1/2026,,Migrated from legacy system
SLS-90161,17/4/2026,ahmad al-kandari 10,Fahaheel Branch,Fahaheel Branch,Karcher Spring Washer 20 Gauge,PCS,6,21.182,,credit,17/5/2026,606.202,Migrated from legacy system
SLS-90161,17/4/2026,ahmad al-kandari 10,Fahaheel Branch,Fahaheel Branch,Al-Fanar Common Nail 1200W,PCS,9,28.894,,credit,17/5/2026,,Migrated from legacy system
SLS-90161,17/4/2026,ahmad al-kandari 10,Fahaheel Branch,Fahaheel Branch,Truper Spirit Level 1/2 inch,PCS,8,27.383,,credit,17/5/2026,,
SLS-90162,17/2/2026,Ahmadi Villa Care  Est..,Fahaheel Branch,Fahaheel Branch,Yato PVC Pipe 3/4 inch,pc,3,16.848,,credit,19/3/2026,90.630,Migrated from legacy system
SLS-90162,17/2/2026,Ahmadi Villa Care  Est..,Fahaheel Branch,Fahaheel Branch,Bosch Flat Washer XL,PCS,2,20.043,,credit,19/3/2026,,
SLS-90163,28/10/2025,Al-Bahar Property Services 10,Rai Branch,Rai Branch,Yato Wall Plug 10kg,PCS,5,KD 25.410,0.577,bank_transfer,,459.010,Migrated from legacy system
SLS-90163,28/10/2025,Al-Bahar Property Services 10,Rai Branch,Rai Branch,Makita Tool Kit 25kg Pieces,PCS,10,20.983,,bank_transfer,,,Migrated from legacy system
SLS-90163,28/10/2025,Al-Bahar Property Services 10,Rai Branch,Rai Branch,HITACHI DIGGING SPADE 22 GAUGE,PCS,8,15.709,2.965,bank_transfer,,,Migrated from legacy system
SLS-90164,8/1/2026,Al-Duaij Maintenance  Est. 9,Shuwaikh Main,Shuwaikh Main,Ingco Hammer Drill 1500W,PCS,10,5.978,,cash,,59.780,
SLS-90165,28/2/2026,Desert Rose Interiors 3,Fahaheel Branch,Fahaheel Branch,Ridgid Extension Cord 40mm,pcs,4,36.507,5.289,cash,,KD 336.704,
SLS-90165,28/2/2026,Desert Rose Interiors 3,Fahaheel Branch,Fahaheel Branch,Al-Fanar Door Handle 4L.,PCS,11,17.815,,cash,,,Migrated from legacy system
SLS-90166,9/8/2025,Al-Ajmi Interiors 8,Rai Branch,Rai Branch,  Sata Rubber Mallet 25kg,Nos,8,6.920,,cash,,135.629,Migrated from legacy system
SLS-90166,9/8/2025,Al-Ajmi Interiors 8,Rai Branch,Rai Branch,Truper Sprinkler Head 900W,PCS,7,11.467,,cash,,,
SLS-90167,7/11/2025,Bin Hindi Property  Est. 2,Rai Branch,Rai Branch,Truper Wall Primer 3/8 inch,PCS,8,6.407,1.586,cash,,49.670,
