saleRef,saleDate,customer,branch,warehouse,item,unit,qty,unitPrice,discount,payment,dueDate,statedTotal,notes
SLS-90867,2026-01-20,Desert Rose Interiors 3,Ardiya Warehouse,Ardiya Warehouse,Metabo Machine Screw 1 inch,PCS,11,14.601,,credit,2026-02-19,160.611,Migrated from legacy system
SLS-90868,2026-07-13,Hawally Repair Shop 5,Ardiya Warehouse,Ardiya Warehouse,Crown Laser Level Medium,PC,2,35.868,,bank_transfer,,71.736,
SLS-90869,2025-08-09,Ahmad Al-Kandari  Est. 9,Rai Branch,Rai Branch,  TOTAL MIG WELDER 9L,PCS,5,3.884,0.492,cash,,324.083,Migrated from legacy system
SLS-90869,2025-08-09,Ahmad Al-Kandari  Est. 9,Rai Branch,Rai Branch,Black+Decker Extension Cord 1/4 inch,PCS,6,25.710,,cash,,,Migrated from legacy system
SLS-90869,2025-08-09,Ahmad Al-Kandari  Est. 9,Rai Branch,Rai Branch,Bosch  Tool Kit 40mm Pieces.,PCS,5,30.179,,cash,,,
SLS-90870,2026-08-05,Ahmad Al-Kandari 7,Fahaheel Branch,Fahaheel Branch,Ridgid Garden Cart Small,PCS,12,360.554,,cash,,4394.256,Migrated from legacy system
SLS-90870,2026-08-05,Ahmad Al-Kandari 7,Fahaheel Branch,Fahaheel Branch,KARCHER WELDING ELECTRODE 8MM,PCS,9,7.512,,cash,,,
SLS-90871,2026-01-18,"Gulf Facility Management,",Shuwaikh Main,Shuwaikh Main,Crown PU Foam Filler 1200W,pcs,2,2.753,,cash,,5.506,Migrated from legacy system
SLS-90872,2025-08-07,Union Facility Services 13,Fahaheel Branch,Fahaheel Branch,Yato Adjustable Wrench XL,Nos,8,35.679,,cash,,KWD 285.432,
SLS-90873,2025-10-10,Al-Mutairi Est. 6,Rai Branch,Rai Branch,Crown Circular Saw 1/2 inch,PCS,3,24.529,,credit,2025-11-24,246.077,
SLS-90873,2025-10-10,Al-Mutairi Est. 6,Rai Branch,Rai Branch,Sata Galvanized Metal Sheet 18 Gauge,PCS,8,20.065,,credit,2025-11-24,,Migrated from legacy system
SLS-90873,2025-10-10,Al-Mutairi Est. 6,Rai Branch,Rai Branch,Ingco  Safety Goggles 18L,pc,5,2.394,,credit,2025-11-24,,Migrated from legacy system
SLS-90874,2026-03-14,Desert Rose Interiors 7,Rai Branch,Rai Branch,Skil Wood Router 1kg,PCS,8,KD 15.260,,bank_transfer,,309.143,
SLS-90874,2026-03-14,Desert Rose Interiors 7,Rai Branch,Rai Branch,Metabo ARC Welding Machine 1200W,PCS,4,20.885,,bank_transfer,,,
SLS-90874,2026-03-14,Desert Rose Interiors 7,Rai Branch,Rai Branch,Stanley Enamel Paint 450W,PCS,5,20.885,0.902,bank_transfer,,,
SLS-90875,2026-02-11,Al-Zamil Villas 2,Rai Branch,Rai Branch,Gulf Star Vernier Caliper 4L.,Pieces,11,14.049,2.562,bank_transfer,,151.977,
SLS-90876,2025-10-08,Al-Duaij Maintenance  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Makita Pop Rivet 4L,pcs,3,22.702,,credit,2025-12-07,474.428,
SLS-90876,2025-10-08,Al-Duaij Maintenance  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Karcher Angle Grinder 24 Gauge,PCS,7,21.233,,credit,2025-12-07,,Migrated from legacy system
SLS-90876,2025-10-08,Al-Duaij Maintenance  Est. 9,Ardiya Warehouse,Ardiya Warehouse,Sata Hand Saw 18L,PCS,8,33.388,9.413,credit,2025-12-07,,
SLS-90877,2026-01-20,Bin Hindi Property 10,Fahaheel Branch,Fahaheel Branch,Makita Tile Adhesive Bag 25mm,PCS,10,17.458,,cash,,KWD 174.580,
SLS-90878,2026-05-22,Hawally Repair Shop 4,Fahaheel Branch,Fahaheel Branch,Ingco Hand Saw 18 Gauge,Nos,7,26.333,2.030,bank_transfer,,182.301,Migrated from legacy system
SLS-90879,2026-07-01,Ahmad Al-Kandari 11,Ardiya Warehouse,Ardiya Warehouse,Hitachi Grinding Disc Small,PCS,11,3.850,0.172,cash,,66.276,
SLS-90879,2026-07-01,Ahmad Al-Kandari 11,Ardiya Warehouse,Ardiya Warehouse,Tolsen Socket Wrench Set 9L.,PCS,2,12.049,,cash,,,
SLS-90880,2026-03-07,Gulf Builders 8,Fahaheel Branch,Fahaheel Branch,Crown Spring Washer 6mm,PCS,8,KWD 32.317,,bank_transfer,,272.518,
SLS-90880,2026-03-07,Gulf Builders 8,Fahaheel Branch,Fahaheel Branch,bosch wall switch 20 gauge,PCS,2,KWD 6.991,,bank_transfer,,,Migrated from legacy system
SLS-90881,2026-02-23,Al-Yaqout Villas,Ardiya Warehouse,Ardiya Warehouse,Ingco Welding Electrode 9L,PCS,8,35.017,,credit,2026-03-10,280.136,
SLS-90882,2026-01-29,Ahmad Al-Kandari 3,Fahaheel Branch,Fahaheel Branch,Hitachi Aluminium Ladder 4L,PC,5,13.586,,cash,,563.030,Migrated from legacy system
SLS-90882,2026-01-29,Ahmad Al-Kandari 3,Fahaheel Branch,Fahaheel Branch,Crown Galvanized Metal Sheet 1/4 inch,PCS,11,27.313,,cash,,,
SLS-90882,2026-01-29,Ahmad Al-Kandari 3,Fahaheel Branch,Fahaheel Branch,Ingco Aluminium Ladder 2000W,pc,7,28.495,4.808,cash,,,Migrated from legacy system
SLS-90883,2025-08-09,Ahmad Al-Kandari 3,Ardiya Warehouse,Ardiya Warehouse,Total Ball Valve 1 inch,PCS,12,63.252,,bank_transfer,,886.698,Migrated from legacy system
SLS-90883,2025-08-09,Ahmad Al-Kandari 3,Ardiya Warehouse,Ardiya Warehouse,Total Extension Cord 3/4 inch,PCS,8,KD 6.383,,bank_transfer,,,Migrated from legacy system
SLS-90883,2025-08-09,Ahmad Al-Kandari 3,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Ready Mix Mortar 3/8 inch,PCS,10,7.661,,bank_transfer,,,
SLS-90884,2026-05-29,Al-Bahar Property Services 8,Fahaheel Branch,Fahaheel Branch,Hitachi Locking Pliers Medium,Pieces,7,26.020,,bank_transfer,,337.880,Migrated from legacy system
SLS-90884,2026-05-29,Al-Bahar Property Services 8,Fahaheel Branch,Fahaheel Branch,Gulf Star Tape Measure 25Mm,PCS,5,31.148,,bank_transfer,,,Migrated from legacy system
SLS-90885,2026-03-11,AL-WAZZAN MAINTENANCE,Ardiya Warehouse,Ardiya Warehouse,Makita Safety Goggles 50mm,PCS,7,12.885,,credit,2026-04-25,90.195,
SLS-90886,2026-01-17,  Al-Mutairi Est. 5,Rai Branch,Rai Branch,Sata Cutting Disc Medium,PC,8,11.814,,credit,2026-04-17,94.512,Migrated from legacy system
SLS-90887,2025-12-19,Nasser Al-Hajeri 12,Shuwaikh Main,Shuwaikh Main,Al-Fanar Wire Brush 450W,pc,9,9.950,,cash,,357.234,Migrated from legacy system
SLS-90887,2025-12-19,Nasser Al-Hajeri 12,Shuwaikh Main,Shuwaikh Main,Sata Step Stool 9L,Pieces,12,22.307,,cash,,,Migrated from legacy system
SLS-90888,2026-05-29,Gulf Builders 5,Rai Branch,Rai Branch,DeWalt Electrical Cable 18 Gauge,pc,12,11.104,,bank_transfer,,205.789,Migrated from legacy system
SLS-90888,2026-05-29,Gulf Builders 5,Rai Branch,Rai Branch,Hilti Spray Paint Can 8mm,pc,7,10.363,,bank_transfer,,,
SLS-90889,2026-02-13,Al-Yaqout Villas 9,Rai Branch,Rai Branch,Total Safety Goggles 3/8 inch,PCS,6,33.280,,bank_transfer,,199.680,Migrated from legacy system
SLS-90890,2025-09-20,Al-Qadi Household  Est. 8,Fahaheel Branch,Fahaheel Branch,Crown Angle Grinder 1 inch,pcs,3,9.303,,credit,2025-11-19,27.909,
SLS-90891,2026-03-03, Al-Rashed Villas 9 ,Ardiya Warehouse,Ardiya Warehouse,Crown Steel Toe Safety Boots 1500W,PCS,10,19.235,,cash,,224.172,Migrated from legacy system
SLS-90891,2026-03-03, Al-Rashed Villas 9 ,Ardiya Warehouse,Ardiya Warehouse,Ridgid Super Glue 50kg,PCS,1,31.822,,cash,,,Migrated from legacy system
SLS-90892,2025-09-17,Al-Yaqout Villas 6,Shuwaikh Main,Shuwaikh Main,BLACK+DECKER CORDLESS DRILL 1200W,PCS,5,19.138,,cash,,463.959,
SLS-90892,2025-09-17,Al-Yaqout Villas 6,Shuwaikh Main,Shuwaikh Main,Hitachi Hi-Vis Safety Vest 32mm,Nos,11,33.479,,cash,,,Migrated from legacy system
SLS-90893,2025-09-02,Hawally Repair Shop 2.,Ardiya Warehouse,Ardiya Warehouse,Ridgid Door Hinge 1 inch,PCS,1,KD 20.168,0.194,cash,,19.974,Migrated from legacy system
SLS-90894,2025-09-27,Union Facility Services  Est. 5,Ardiya Warehouse,Ardiya Warehouse,Hitachi Jigsaw 1500W,PCS,11,8.437,3.827,bank_transfer,,153.640,
SLS-90894,2025-09-27,Union Facility Services  Est. 5,Ardiya Warehouse,Ardiya Warehouse,Sata  Angle Grinder 3/4 inch,PCS,4,16.165,,bank_transfer,,,Migrated from legacy system
SLS-90895,2025-10-21,Bin Hindi Property  Est.,Rai Branch,Rai Branch,DeWalt Flat Washer 1 inch,pc,3,11.046,,cash,,33.138,
SLS-90896,2026-01-31,Ahmadi Villa Care  Est. 2,Shuwaikh Main,Shuwaikh Main,Metabo Spray Paint Can 4L.,pcs,6,4.339,,cash,,105.787,Migrated from legacy system
SLS-90896,2026-01-31,Ahmadi Villa Care  Est. 2,Shuwaikh Main,Shuwaikh Main,Metabo Tool Kit 50mm Pieces,pcs,7,7.307,,cash,,,
SLS-90896,2026-01-31,Ahmadi Villa Care  Est. 2,Shuwaikh Main,Shuwaikh Main,Black+Decker Plastic Water Tank 9L,Pieces,2,14.302,,cash,,,Migrated from legacy system
SLS-90897,2025-09-14,Al-Enezi General Maintenance  Est. 2,Ardiya Warehouse,Ardiya Warehouse,Ridgid Hacksaw 50kg,PCS,2,3.978,0.261,cash,,7.695,Migrated from legacy system
SLS-90898,2025-09-15,Al-Enezi General Maintenance 11,Shuwaikh Main,Shuwaikh Main,MAKITA GARDEN CART 24 GAUGE,PCS,1,6.112,,bank_transfer,,79.911,
SLS-90898,2025-09-15,Al-Enezi General Maintenance 11,Shuwaikh Main,Shuwaikh Main,Gulf Star Pruning Shears 1500W,pcs,6,12.698,2.389,bank_transfer,,,
SLS-90899,2026-07-07,Bayt Al-Jomard  Est. 8,Ardiya Warehouse,Ardiya Warehouse,Makita Galvanized Metal Sheet 1200W,pc,6,37.526,,cash,,255.320,Migrated from legacy system
SLS-90899,2026-07-07,Bayt Al-Jomard  Est. 8,Ardiya Warehouse,Ardiya Warehouse,DeWalt Spring Washer 750W,PCS,4,7.541,,cash,,,Migrated from legacy system
SLS-90900,2026-01-26,Salem Al-Rashidi 7,Fahaheel Branch,Fahaheel Branch,  Karcher Wall Primer 12mm,PCS,6,KD 16.459,,credit,2026-03-27,98.754,
SLS-90901,2025-11-01,al-fahad contracting 11,Fahaheel Branch,Fahaheel Branch,Gulf Star Pop Rivet 12mm,PC,6,407.437,,credit,2026-01-30,2831.984,
SLS-90901,2025-11-01,al-fahad contracting 11,Fahaheel Branch,Fahaheel Branch,Hitachi Door Handle 10kg,PCS,10,25.991,,credit,2026-01-30,,Migrated from legacy system
SLS-90901,2025-11-01,al-fahad contracting 11,Fahaheel Branch,Fahaheel Branch,Crown Cabinet Hinge 9L,PCS,5,26.159,3.343,credit,2026-01-30,,Migrated from legacy system
SLS-90902,2025-12-23,Al-Sabah Villa Services 10,Ardiya Warehouse,Ardiya Warehouse,"  Gulf Star Garden Shovel 20 Gauge,",PCS,12,19.664,,cash,,289.146,Migrated from legacy system
SLS-90902,2025-12-23,Al-Sabah Villa Services 10,Ardiya Warehouse,Ardiya Warehouse,Ingco Combination Pliers XL,pc,2,26.589,,cash,,,Migrated from legacy system
SLS-90903,2025-08-24,AL-ROUMI RENOVATION  EST. 3,Fahaheel Branch,Fahaheel Branch,Hitachi Platform Ladder XL,PCS,6,0.184,,bank_transfer,,KD 173.320,
SLS-90903,2025-08-24,AL-ROUMI RENOVATION  EST. 3,Fahaheel Branch,Fahaheel Branch,Karcher Safety Goggles Medium,Pieces,11,15.656,,bank_transfer,,,Migrated from legacy system
SLS-90904,2026-04-14,Union Facility Services,Shuwaikh Main,Shuwaikh Main,Skil Super Glue 1L,PC,9,KD 19.337,,bank_transfer,,KWD 174.033,Migrated from legacy system
SLS-90905,2025-12-28,Al-Marzouq Home 11,Ardiya Warehouse,Ardiya Warehouse,Tolsen Ready Mix Mortar 20L,PCS,4,5.854,,bank_transfer,,23.416,Migrated from legacy system
SLS-90906,2026-05-02,Farwaniya Fix-It Center 11,Ardiya Warehouse,Ardiya Warehouse,Total Pruning Shears 18L,Pieces,12,59.055,,credit,2026-06-01,708.660,Migrated from legacy system
SLS-90907,2026-04-20,Gulf Facility Management 3,Fahaheel Branch,Fahaheel Branch,Al-Fanar Epoxy Adhesive 22 Gauge,PCS,5,25.253,,cash,,KD 126.265,
SLS-90908,2026-04-26,Ahmad Al-Kandari 6,Ardiya Warehouse,Ardiya Warehouse,Truper Wall Primer 24 Gauge,PCS,11,24.053,11.168,cash,,274.540,Migrated from legacy system
SLS-90908,2026-04-26,Ahmad Al-Kandari 6,Ardiya Warehouse,Ardiya Warehouse,Black+Decker Paint Thinner 9L.,PCS,5,4.225,,cash,,,
SLS-90909,2026-01-26,Ahmadi Villa Care 4,Shuwaikh Main,Shuwaikh Main,Hitachi Jigsaw 1200W,pcs,9,33.968,,cash,,305.712,
SLS-90910,2025-09-13,"Al-Roumi Renovation 7,",Shuwaikh Main,Shuwaikh Main,Gulf Star Dust Mask Respirator 10kg,PCS,11,20.093,,bank_transfer,,403.999,
SLS-90910,2025-09-13,"Al-Roumi Renovation 7,",Shuwaikh Main,Shuwaikh Main,Ridgid  Padlock XL,PCS,6,30.496,,bank_transfer,,,
SLS-90911,2026-06-15,Al-Yaqout Villas 3,Fahaheel Branch,Fahaheel Branch,RIDGID DOOR HANDLE 1 INCH,PCS,9,0.369,,bank_transfer,,299.016,Migrated from legacy system
SLS-90911,2026-06-15,Al-Yaqout Villas 3,Fahaheel Branch,Fahaheel Branch,Dewalt Scaffolding Frame 25Kg,PCS,9,32.855,,bank_transfer,,,Migrated from legacy system
SLS-90912,2025-12-09,"First Gulf Interiors 9,",Shuwaikh Main,Shuwaikh Main,ingco enamel paint xl,PCS,11,0.346,,cash,,251.338,Migrated from legacy system
SLS-90912,2025-12-09,"First Gulf Interiors 9,",Shuwaikh Main,Shuwaikh Main,  Crown Steel Chain 1L,PCS,12,16.416,,cash,,,Migrated from legacy system
SLS-90912,2025-12-09,"First Gulf Interiors 9,",Shuwaikh Main,Shuwaikh Main,Bosch Thermal Insulation Sheet Small,PCS,2,KWD 25.270,,cash,,,
SLS-90913,2026-03-26,Al-Osaimi Maintenance  Est. 3,Ardiya Warehouse,Ardiya Warehouse,Hitachi  Safety Helmet 650W,PCS,4,10.474,,credit,2026-04-10,795.659,Migrated from legacy system
SLS-90913,2026-03-26,Al-Osaimi Maintenance  Est. 3,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Safety Goggles 18 Gauge,PCS,7,11.856,4.057,credit,2026-04-10,,
SLS-90913,2026-03-26,Al-Osaimi Maintenance  Est. 3,Ardiya Warehouse,Ardiya Warehouse,Sata Pruning Shears 16 Gauge,Pieces,7,96.404,,credit,2026-04-10,,Migrated from legacy system
SLS-90914,2026-08-05,New Kuwait Contracting,Ardiya Warehouse,Ardiya Warehouse,SATA WIRE BRUSH 12MM,PCS,2,KD 22.849,,bank_transfer,,83.474,
SLS-90914,2026-08-05,New Kuwait Contracting,Ardiya Warehouse,Ardiya Warehouse,"Crown Epoxy Adhesive 6mm,",PCS,2,19.219,0.662,bank_transfer,,,
SLS-90915,2025-08-13,Al-Roumi Renovation 11,Rai Branch,Rai Branch,Hilti ARC Welding Machine 900W,Nos,1,13.190,0.268,cash,,12.922,Migrated from legacy system
SLS-90916,2026-06-02,Continental Maintenance Co. 4,Fahaheel Branch,Fahaheel Branch,Ridgid Wheelbarrow 20 Gauge.,Pieces,7,14.236,,credit,2026-07-17,99.652,Migrated from legacy system
SLS-90917,2025-10-03,Jahra Building Supplies Buyer,Fahaheel Branch,Fahaheel Branch,Makita LED Bulb 10kg,PCS,8,29.038,,bank_transfer,,505.632,Migrated from legacy system
SLS-90917,2025-10-03,Jahra Building Supplies Buyer,Fahaheel Branch,Fahaheel Branch,Stanley  Work Gloves 1500W,PCS,11,24.848,,bank_transfer,,,Migrated from legacy system
SLS-90918,2026-07-14, Al-Wazzan Maintenance  Est. 7 ,Shuwaikh Main,Shuwaikh Main,Crown LED Bulb 9L,PCS,4,0.860,,bank_transfer,,398.241,Migrated from legacy system
SLS-90918,2026-07-14, Al-Wazzan Maintenance  Est. 7 ,Shuwaikh Main,Shuwaikh Main,Truper Epoxy Adhesive 50kg,PCS,11,35.891,,bank_transfer,,,Migrated from legacy system
SLS-90919,2026-01-09,Ahmad Al-Kandari 12,Fahaheel Branch,Fahaheel Branch,Total Machine Screw 10mm,PCS,8,KWD 15.161,,cash,,459.583,Migrated from legacy system
SLS-90919,2026-01-09,Ahmad Al-Kandari 12,Fahaheel Branch,Fahaheel Branch,Tolsen Vernier Caliper 25mm,PCS,8,29.790,,cash,,,
SLS-90919,2026-01-09,Ahmad Al-Kandari 12,Fahaheel Branch,Fahaheel Branch,Black+Decker Laser Level 750W,PCS,5,19.995,,cash,,,Migrated from legacy system
SLS-90920,2025-11-13,Union Facility Services  Est. 3  ,Ardiya Warehouse,Ardiya Warehouse,Karcher Machine Screw 18L,PCS,10,13.485,,cash,,355.519,Migrated from legacy system
SLS-90920,2025-11-13,Union Facility Services  Est. 3  ,Ardiya Warehouse,Ardiya Warehouse,Bosch PU Foam Filler 1/4 inch,PCS,4,11.807,,cash,,,
SLS-90920,2025-11-13,Union Facility Services  Est. 3  ,Ardiya Warehouse,Ardiya Warehouse,Ingco  Door Lock 16mm,PC,9,19.868,KWD 5.371,cash,,,Migrated from legacy system
SLS-90921,2025-09-10,Al-Roumi Renovation 5,Ardiya Warehouse,Ardiya Warehouse,Hilti Safety Goggles 2000W,pcs,10,29.641,,cash,,369.922,
SLS-90921,2025-09-10,Al-Roumi Renovation 5,Ardiya Warehouse,Ardiya Warehouse,Sata Welding Electrode 9L,PC,8,9.189,,cash,,,Migrated from legacy system
SLS-90922,2026-04-18,Modern Home Fix-It 2,Ardiya Warehouse,Ardiya Warehouse,DeWalt Hi-Vis Safety Vest 5kg,PCS,3,25.448,2.119,cash,,74.225,Migrated from legacy system
SLS-90923,2026-01-30,Al-Qadi Household 3,Rai Branch,Rai Branch,Yato Rubber Mallet 9L,PCS,4,4.026,0.505,credit,2026-03-16,1469.375,
SLS-90923,2026-01-30,Al-Qadi Household 3,Rai Branch,Rai Branch,Stanley Teflon Tape 450W,PCS,6,23.245,0.240,credit,2026-03-16,,
SLS-90923,2026-01-30,Al-Qadi Household 3,Rai Branch,Rai Branch,Sata Enamel Paint 1/2 inch,PCS,6,227.324,49.398,credit,2026-03-16,,
SLS-90924,2025-08-08,Al-Bahar Property Services  Est. 2,Shuwaikh Main,Shuwaikh Main,Hilti Self Tapping Screw 450W,PCS,9,10.691,,bank_transfer,,1828.322,
SLS-90924,2025-08-08,Al-Bahar Property Services  Est. 2,Shuwaikh Main,Shuwaikh Main,Makita Plastic Water Tank 24 Gauge,PCS,7,244.929,,bank_transfer,,,
SLS-90924,2025-08-08,Al-Bahar Property Services  Est. 2,Shuwaikh Main,Shuwaikh Main,Hilti Common Nail 16Mm,PCS,1,17.600,,bank_transfer,,,Migrated from legacy system
SLS-90925,2025-12-03,ahmadi villa care 6,Fahaheel Branch,Fahaheel Branch,Hitachi Wall Primer 50mm,PCS,4,12.888,,bank_transfer,,51.552,
SLS-90926,2026-03-01,Al-Osaimi Maintenance 10,Rai Branch,Rai Branch,Crown  Wood Router 1L,PCS,6,16.182,,cash,,112.639,Migrated from legacy system
SLS-90926,2026-03-01,Al-Osaimi Maintenance 10,Rai Branch,Rai Branch,Stanley Platform Ladder 1/2 Inch,PCS,1,15.547,,cash,,,Migrated from legacy system
SLS-90927,2026-04-07,GULF FACILITY MANAGEMENT  EST. 9,Shuwaikh Main,Shuwaikh Main,Ridgid Power Socket 5kg,PCS,10,24.480,,bank_transfer,,418.544,Migrated from legacy system
SLS-90927,2026-04-07,GULF FACILITY MANAGEMENT  EST. 9,Shuwaikh Main,Shuwaikh Main,Crown PVC Pipe 8mm,pc,4,KWD 30.852,,bank_transfer,,,Migrated from legacy system
SLS-90927,2026-04-07,GULF FACILITY MANAGEMENT  EST. 9,Shuwaikh Main,Shuwaikh Main,Ingco Locking Pliers 5kg,PCS,8,6.292,,bank_transfer,,,
SLS-90928,2025-08-28,AL-WAZZAN MAINTENANCE,Rai Branch,Rai Branch,Bosch Paint Thinner 750W,PCS,6,100.669,,credit,2025-10-12,706.710,
SLS-90928,2025-08-28,AL-WAZZAN MAINTENANCE,Rai Branch,Rai Branch,Bosch LED Bulb 1500W,PCS,12,8.558,,credit,2025-10-12,,Migrated from legacy system
SLS-90929,2026-07-01,Salem Al-Rashidi 7,Fahaheel Branch,Fahaheel Branch,Truper Platform Ladder 20mm,PCS,7,29.671,,bank_transfer,,359.953,
SLS-90929,2026-07-01,Salem Al-Rashidi 7,Fahaheel Branch,Fahaheel Branch,Stanley Enamel Paint Medium,PCS,8,20.002,7.760,bank_transfer,,,
SLS-90930,2026-07-25,Al-Rashed Villas 3  ,Ardiya Warehouse,Ardiya Warehouse,Dewalt Aluminium Ladder 1L,PCS,9,6.288,,cash,,56.592,
SLS-90931,2026-07-14,Al-Duaij Maintenance  Est. 9,Rai Branch,Rai Branch,Metabo Paint Roller 20mm,PCS,4,KWD 28.822,,bank_transfer,,148.992,Migrated from legacy system
SLS-90931,2026-07-14,Al-Duaij Maintenance  Est. 9,Rai Branch,Rai Branch,  Crown Work Gloves 650W,PCS,1,33.704,,bank_transfer,,,Migrated from legacy system
SLS-90932,2026-01-19, Al-Bahar Property Services 9 ,Ardiya Warehouse,Ardiya Warehouse,Metabo Spirit Level Large,PC,10,31.960,,cash,,421.105,Migrated from legacy system
SLS-90932,2026-01-19, Al-Bahar Property Services 9 ,Ardiya Warehouse,Ardiya Warehouse, Yato Platform Ladder 24 Gauge ,PCS,3,33.835,,cash,,,Migrated from legacy system
SLS-90933,2026-05-21,Al-Enezi General Maintenance  Est. 2,Shuwaikh Main,Shuwaikh Main,Metabo Wood Chisel 1 inch,PCS,10,9.479,,bank_transfer,,179.660,
SLS-90933,2026-05-21,Al-Enezi General Maintenance  Est. 2,Shuwaikh Main,Shuwaikh Main,Metabo Grinding Disc 16 Gauge,PCS,6,9.162,,bank_transfer,,,
SLS-90933,2026-05-21,Al-Enezi General Maintenance  Est. 2,Shuwaikh Main,Shuwaikh Main,Ridgid Impact Driver Large,PCS,1,31.470,1.572,bank_transfer,,,Migrated from legacy system
SLS-90934,2026-01-18,Al-Zamil Villas,Fahaheel Branch,Fahaheel Branch,Makita Scaffolding Frame 3/4 inch,PCS,8,22.656,,bank_transfer,,181.248,Migrated from legacy system
SLS-90935,2026-04-05,Desert Rose Interiors 3,Rai Branch,Rai Branch,al-fanar grinding disc 12mm,PCS,9,263.184,,cash,,2407.108,
SLS-90935,2026-04-05,Desert Rose Interiors 3,Rai Branch,Rai Branch,Tolsen Epoxy Adhesive Small,PCS,4,9.613,,cash,,,Migrated from legacy system
SLS-90936,2026-03-28,Gulf Builders 11,Shuwaikh Main,Shuwaikh Main,Al-Fanar Hacksaw 12mm,Pieces,3,3.557,,credit,2026-04-27,10.671,
SLS-90937,2026-02-22,Desert Rose Interiors,Rai Branch,Rai Branch,Skil Laser Level 20L,PC,7,32.985,,bank_transfer,,373.480,Migrated from legacy system
SLS-90937,2026-02-22,Desert Rose Interiors,Rai Branch,Rai Branch,Hilti Door Hinge 16mm,pcs,5,KWD 28.517,,bank_transfer,,,Migrated from legacy system
SLS-90938,2026-02-16,First Gulf Interiors,Fahaheel Branch,Fahaheel Branch,Ingco Steel Toe Safety Boots 9L,PC,9,25.061,,cash,,225.549,Migrated from legacy system
SLS-90939,2026-01-14,Al-Sabah Villa Services 5,Rai Branch,Rai Branch,DeWalt Angle Grinder Large,PCS,2,2.927,,bank_transfer,,5.854,Migrated from legacy system
SLS-90940,2025-09-24,al-ghanim home repairs  est. 2,Ardiya Warehouse,Ardiya Warehouse,Hilti Circular Saw 50kg,Nos,4,1.588,,cash,,28.882,
SLS-90940,2025-09-24,al-ghanim home repairs  est. 2,Ardiya Warehouse,Ardiya Warehouse,Gulf Star Plastic Water Tank 3/8 inch,PCS,10,2.253,,cash,,,Migrated from legacy system
SLS-90941,2025-11-15,Al-Fahad Contracting 7,Rai Branch,Rai Branch,Metabo Thermal Insulation Sheet 3/8 inch,PCS,11,3.961,,bank_transfer,,43.571,Migrated from legacy system
SLS-90942,2026-01-20,Al-Yaqout Villas 4,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Thermal Insulation Sheet Large,PCS,6,24.544,,cash,,523.320,
SLS-90942,2026-01-20,Al-Yaqout Villas 4,Ardiya Warehouse,Ardiya Warehouse,Bosch Platform Ladder 1 inch,PCS,12,31.338,,cash,,,Migrated from legacy system
SLS-90943,2025-11-14,Fahad Al-Otaibi,Rai Branch,Rai Branch,Skil Steel Chain 6mm,PCS,11,8.372,,cash,,92.092,
SLS-90944,2025-11-20,Ahmad Al-Kandari 7,Ardiya Warehouse,Ardiya Warehouse,gulf star door hinge 22 gauge,PCS,12,25.127,,credit,2025-12-20,KWD 362.986,Migrated from legacy system
SLS-90944,2025-11-20,Ahmad Al-Kandari 7,Ardiya Warehouse,Ardiya Warehouse,Tolsen Jigsaw 50kg,PCS,3,14.082,,credit,2025-12-20,,Migrated from legacy system
SLS-90944,2025-11-20,Ahmad Al-Kandari 7,Ardiya Warehouse,Ardiya Warehouse,Hilti MIG Welder 4L,PCS,2,9.608,,credit,2025-12-20,,Migrated from legacy system
SLS-90945,2026-03-18,Al-Rashed Villas 3  ,Rai Branch,Rai Branch,Al-Fanar  Aluminium Ladder 2000W,PC,5,252.065,,cash,,KD 1683.593,
SLS-90945,2026-03-18,Al-Rashed Villas 3  ,Rai Branch,Rai Branch,Makita Wood Screw Medium,pc,2,2.529,0.074,cash,,,Migrated from legacy system
SLS-90945,2026-03-18,Al-Rashed Villas 3  ,Rai Branch,Rai Branch,Tolsen Wood Router 1/2 inch,PCS,4,KD 105.656,4.340,cash,,,Migrated from legacy system
SLS-90946,2026-07-17,New Kuwait Contracting  Est. 12,Ardiya Warehouse,Ardiya Warehouse,Sata Wood Screw 50kg,PCS,5,16.278,,credit,2026-10-15,KD 213.942,Migrated from legacy system
SLS-90946,2026-07-17,New Kuwait Contracting  Est. 12,Ardiya Warehouse,Ardiya Warehouse,Hilti Scaffolding Frame 9L,PCS,9,14.728,,credit,2026-10-15,,
SLS-90947,2026-07-15,Al-Ajmi Interiors  Est. 9,Rai Branch,Rai Branch,Crown Silicone Sealant Tube 25mm,PCS,4,145.094,,cash,,870.781,Migrated from legacy system
SLS-90947,2026-07-15,Al-Ajmi Interiors  Est. 9,Rai Branch,Rai Branch,Yato Dust Mask Respirator 20L,PCS,1,4.218,KD 0.099,cash,,,
SLS-90947,2026-07-15,Al-Ajmi Interiors  Est. 9,Rai Branch,Rai Branch,"Makita Flood Light 20 Gauge,",PCS,11,26.026,,cash,,,Migrated from legacy system
SLS-90948,2026-02-08,Farwaniya Fix-It Center 11,Fahaheel Branch,Fahaheel Branch,Karcher Self Tapping Screw Medium,Pieces,12,0.600,,cash,,126.584,Migrated from legacy system
