saleRef,saleDate,customer,branch,warehouse,item,unit,qty,unitPrice,discount,payment,dueDate,statedTotal,notes
SLS-91121,30/7/2026,Desert Rose Interiors  Est. 5,Shuwaikh Main,Shuwaikh Main,Makita Spray Paint Can 2000W,PC,7,28.446,1.178,cash,,,Migrated from legacy system
SLS-91122,28/5/2026,Jahra Building Supplies Buyer,Fahaheel Branch,Fahaheel Branch,Gulf Star PVC Conduit Pipe 22 Gauge,PCS,12,14.415,2.070,credit,12/6/2026,318.521,
SLS-91122,28/5/2026,Jahra Building Supplies Buyer,Fahaheel Branch,Fahaheel Branch, Ridgid Laser Level 20 Gauge ,PCS,9,16.607,1.852,credit,12/6/2026,,
SLS-91123,1/2/2026,Al-Sabah Villa Services 6,Fahaheel Branch,Fahaheel Branch,Bosch Vernier Caliper 3/8 inch.,PCS,12,21.599,,credit,3/3/2026,259.188,
SLS-91124,8/11/2025,Salem  Al-Rashidi 10,Shuwaikh Main,Shuwaikh Main,Black+Decker Portable Generator 20mm,PCS,1,26.453,,cash,,115.820,Migrated from legacy system
SLS-91124,8/11/2025,Salem  Al-Rashidi 10,Shuwaikh Main,Shuwaikh Main,Yato Emulsion Paint 5kg,Nos,3,29.789,,cash,,,
SLS-91125,29/4/2026,Al-Nasser Renovation 2,Ardiya Warehouse,Ardiya Warehouse,Total PU Foam Filler 16mm,PCS,8,22.034,KD 2.875,credit,28/6/2026,173.397,
SLS-91126,17/10/2025,Al-Mutairi Est.  Est. 2,Ardiya Warehouse,Ardiya Warehouse,Crown Epoxy Adhesive 3/4 inch,pc,7,20.152,,bank_transfer,,437.833,
SLS-91126,17/10/2025,Al-Mutairi Est.  Est. 2,Ardiya Warehouse,Ardiya Warehouse,Stanley Tool Kit 18 Gauge Pieces,pcs,11,26.979,,bank_transfer,,,Migrated from legacy system
SLS-91127,20/1/2026,Al-Osaimi Maintenance 4,Rai Branch,Rai Branch,Hitachi Steel Toe Safety Boots 2000W,pcs,10,32.067,,credit,4/2/2026,320.670,Migrated from legacy system
SLS-91128,5/5/2026,First Gulf Interiors  Est. 7,Ardiya Warehouse,Ardiya Warehouse,"Makita Cutting Disc 50kg,",PCS,12,25.951,,bank_transfer,,KWD 311.412,
SLS-91129,1/9/2025,Al-Zamil Villas 2,Ardiya Warehouse,Ardiya Warehouse,Makita Common Nail 1 inch,PCS,12,1.839,,cash,,22.068,Migrated from legacy system
SLS-91130,17/4/2026,Al-Wazzan Maintenance 6,Shuwaikh Main,Shuwaikh Main,skil hi-vis safety vest 18l,PCS,2,24.801,,cash,,49.602,
SLS-91131,26/1/2026,Gulf Facility Management 7,Ardiya Warehouse,Ardiya Warehouse,Hilti Hi-Vis Safety Vest 750W,Pieces,9,18.372,,credit,26/4/2026,412.530,
SLS-91131,26/1/2026,Gulf Facility Management 7,Ardiya Warehouse,Ardiya Warehouse,Bosch Emulsion Paint 9L,PCS,9,28.055,5.313,credit,26/4/2026,,
SLS-91132,29/8/2025,Ahmad Al-Kandari  Est. 9,Shuwaikh Main,Shuwaikh Main,Crown LED Bulb 22 Gauge,PCS,5,10.457,,cash,,KWD 52.285,
SLS-91133,2/3/2026,Fahaheel Home Services 5,Shuwaikh Main,Shuwaikh Main,Al-Fanar Tile Adhesive Bag Small,PCS,12,3.980,,credit,1/4/2026,105.656,Migrated from legacy system
SLS-91133,2/3/2026,Fahaheel Home Services 5,Shuwaikh Main,Shuwaikh Main,metabo door hinge xl,PCS,8,7.237,,credit,1/4/2026,,
SLS-91134,3/12/2025,Nasser Al-Hajeri 4,Rai Branch,Rai Branch,Ingco Inverter Generator 3/4 inch,PCS,8,9.582,,cash,,76.656,
SLS-91135,15/7/2026,Al-Wazzan Maintenance 11,Rai Branch,Rai Branch,metabo work gloves 1 inch,PCS,4,26.163,,cash,,104.652,
SLS-91136,24/7/2026,Al-Roumi Renovation 4,Shuwaikh Main,Shuwaikh Main,Total PVC Pipe 20 Gauge,PCS,7,2.512,,credit,23/8/2026,17.584,
SLS-91137,6/4/2026,Al-Sanea Property 4,Fahaheel Branch,Fahaheel Branch,Ridgid Wood Router Medium,PCS,1,KWD 2.530,,bank_transfer,,1082.762,Migrated from legacy system
SLS-91137,6/4/2026,Al-Sanea Property 4,Fahaheel Branch,Fahaheel Branch,Makita Wood Screw 25mm,PC,3,375.450,46.118,bank_transfer,,,
SLS-91138,8/5/2026,Union Facility Services  Est. 11,Rai Branch,Rai Branch,Metabo MCB Circuit Breaker 40mm,PCS,5,31.141,4.592,cash,,547.699,
SLS-91138,8/5/2026,Union Facility Services  Est. 11,Rai Branch,Rai Branch,Crown Aluminium Ladder 10mm,PCS,9,36.801,,cash,,,
SLS-91138,8/5/2026,Union Facility Services  Est. 11,Rai Branch,Rai Branch,Crown Copper Elbow 32mm,PCS,9,7.457,1.736,cash,,,
SLS-91139,16/5/2026,Salem  Al-Rashidi 10,Rai Branch,Rai Branch,Ingco Aluminium Ladder 2000W,PCS,6,28.495,5.172,cash,,707.602,
SLS-91139,16/5/2026,Salem  Al-Rashidi 10,Rai Branch,Rai Branch,DeWalt Padlock 5kg,PCS,11,30.776,,cash,,,Migrated from legacy system
SLS-91139,16/5/2026,Salem  Al-Rashidi 10,Rai Branch,Rai Branch,Al-Fanar Paint Brush 22 Gauge,PCS,12,KWD 16.939,,cash,,,
SLS-91140,13/10/2025,Continental Maintenance Co. 3,Fahaheel Branch,Fahaheel Branch,DeWalt Circular Saw 4L,PCS,6,24.267,1.807,cash,,143.795,
SLS-91141,26/6/2026,Al-Yaqout Villas  Est. 7,Shuwaikh Main,Shuwaikh Main,Al-Fanar Tile Adhesive Bag 12mm.,PCS,8,34.097,,cash,,KWD 338.723,
SLS-91141,26/6/2026,Al-Yaqout Villas  Est. 7,Shuwaikh Main,Shuwaikh Main,Hitachi Garden Shovel 18 Gauge,PCS,7,9.421,,cash,,,Migrated from legacy system
SLS-91142,26/3/2026,al-rashed villas  est. 6,Shuwaikh Main,Shuwaikh Main,Bosch Circular Saw 5kg,PCS,7,5.972,,bank_transfer,,41.804,
SLS-91143,23/8/2025,Al-Yaqout Villas,Fahaheel Branch,Fahaheel Branch,DeWalt Extension Cord 750W,PCS,6,16.436,,cash,,98.616,
SLS-91144,14/11/2025,Al-Sanea Property  Est. 7,Fahaheel Branch,Fahaheel Branch,Yato Tile Adhesive Bag 25mm,pc,4,29.707,,cash,,118.828,
SLS-91145,21/4/2026,New Kuwait Contracting 9,Shuwaikh Main,Shuwaikh Main,BLACK+DECKER TILE ADHESIVE BAG 16 GAUGE,Pieces,3,KWD 36.906,,cash,,KWD 164.343,Migrated from legacy system
SLS-91145,21/4/2026,New Kuwait Contracting 9,Shuwaikh Main,Shuwaikh Main,Ridgid MIG Welder 750W,PCS,7,7.966,2.137,cash,,,Migrated from legacy system
SLS-91146,26/10/2025,Fahad Al-Otaibi 10  ,Rai Branch,Rai Branch,Gulf Star Paint Roller XL,PCS,12,10.391,,credit,10/12/2025,166.766,Migrated from legacy system
SLS-91146,26/10/2025,Fahad Al-Otaibi 10  ,Rai Branch,Rai Branch,DeWalt Sprinkler Head 8mm,PCS,2,21.037,,credit,10/12/2025,,
SLS-91147,14/6/2026, First Gulf Interiors 4 ,Ardiya Warehouse,Ardiya Warehouse, Karcher Construction Adhesive 24 Gauge ,PCS,5,7.471,,cash,,37.355,
SLS-91148,15/8/2025,Ahmad Al-Kandari  Est. 13,Fahaheel Branch,Fahaheel Branch,Al-Fanar Wall Primer 20mm,PCS,11,7.326,,credit,13/11/2025,343.737,Migrated from legacy system
SLS-91148,15/8/2025,Ahmad Al-Kandari  Est. 13,Fahaheel Branch,Fahaheel Branch,Bosch Wire Brush 3/4 inch,PCS,9,29.239,,credit,13/11/2025,,Migrated from legacy system
SLS-91149,20/8/2025,Continental Maintenance Co. 12,Fahaheel Branch,Fahaheel Branch,Crown LED Bulb 9L,PCS,11,0.860,,cash,,24.442,
SLS-91149,20/8/2025,Continental Maintenance Co. 12,Fahaheel Branch,Fahaheel Branch,Bosch PVC Pipe 1kg,PCS,12,1.283,0.414,cash,,,Migrated from legacy system
SLS-91150,3/5/2026,Modern Home Fix-It  Est. 3,Ardiya Warehouse,Ardiya Warehouse,Sata Pipe Sealant XL,PCS,2,KWD 10.202,,cash,,20.404,
SLS-91151,19/1/2026,Al-Anjari Villas  Est. 10,Shuwaikh Main,Shuwaikh Main,Bosch PPR Pipe 22 Gauge,PCS,10,8.472,,cash,,84.720,Migrated from legacy system
SLS-91152,12/11/2025,Al-Osaimi Maintenance 2,Rai Branch,Rai Branch,Ridgid Screwdriver Set 1200W,PC,10,26.282,,cash,,262.820,
SLS-91153,28/5/2026,Al-Duaij Maintenance  Est. 7,Ardiya Warehouse,Ardiya Warehouse,Stanley  Spirit Level 1 inch,PCS,1,11.558,,credit,27/6/2026,KD 1855.396,Migrated from legacy system
SLS-91153,28/5/2026,Al-Duaij Maintenance  Est. 7,Ardiya Warehouse,Ardiya Warehouse,Truper PVC Conduit Pipe 1200W,PCS,7,269.898,45.448,credit,27/6/2026,,
SLS-91154,30/6/2026,Desert Rose Interiors 13,Fahaheel Branch,Fahaheel Branch,Total Door Hinge XL,PCS,4,18.805,3.371,bank_transfer,,257.615,Migrated from legacy system
SLS-91154,30/6/2026,Desert Rose Interiors 13,Fahaheel Branch,Fahaheel Branch,DEWALT  PHILLIPS SCREWDRIVER 18 GAUGE,PCS,6,30.961,,bank_transfer,,,Migrated from legacy system
SLS-91155,23/2/2026,Al-Nasser Renovation 9,Ardiya Warehouse,Ardiya Warehouse,Tolsen PPR Pipe 25kg,PCS,9,KD 174.900,,bank_transfer,,1732.609,Migrated from legacy system
SLS-91155,23/2/2026,Al-Nasser Renovation 9,Ardiya Warehouse,Ardiya Warehouse,Bosch Steel Toe Safety Boots XL,PC,7,14.287,,bank_transfer,,,
SLS-91155,23/2/2026,Al-Nasser Renovation 9,Ardiya Warehouse,Ardiya Warehouse, Black+Decker Impact Driver 25kg ,PCS,6,10.062,1.872,bank_transfer,,,Migrated from legacy system
SLS-91156,30/4/2026,AL-ROUMI RENOVATION  EST. 3,Shuwaikh Main,Shuwaikh Main,Bosch Jigsaw 16 Gauge,PCS,4,308.324,,cash,,KWD 1595.426,Migrated from legacy system
SLS-91156,30/4/2026,AL-ROUMI RENOVATION  EST. 3,Shuwaikh Main,Shuwaikh Main,  Gulf Star Wood Router 3/4 inch,PCS,4,26.512,,cash,,,Migrated from legacy system
SLS-91156,30/4/2026,AL-ROUMI RENOVATION  EST. 3,Shuwaikh Main,Shuwaikh Main,Yato  Garden Hose 16 Gauge.,Nos,11,KWD 24.038,8.336,cash,,,
SLS-91157,27/9/2025,Union Facility Services,Shuwaikh Main,Shuwaikh Main,Stanley Inverter Generator 1200W.,PCS,9,0.670,,credit,12/10/2025,249.785,Migrated from legacy system
SLS-91157,27/9/2025,Union Facility Services,Shuwaikh Main,Shuwaikh Main,Yato Thermal Insulation Sheet 22 Gauge,PCS,5,48.751,,credit,12/10/2025,,
SLS-91158,31/7/2026,Hawally Repair Shop 5,Rai Branch,Rai Branch,Crown Steel Toe Safety Boots 4L,PCS,2,32.990,,cash,,65.980,Migrated from legacy system
SLS-91159,24/7/2026,Al-Khaled General Trading 6,Rai Branch,Rai Branch,Al-Fanar Pu Foam Filler Medium,PCS,5,27.153,,credit,7/9/2026,150.917,Migrated from legacy system
SLS-91159,24/7/2026,Al-Khaled General Trading 6,Rai Branch,Rai Branch,DeWalt Welding Electrode Small,PCS,4,3.788,,credit,7/9/2026,,
SLS-91160,13/11/2025,Al-Roumi Renovation 12,Fahaheel Branch,Fahaheel Branch,Gulf Star Enamel Paint 1200W,PCS,8,12.651,,bank_transfer,,188.224,Migrated from legacy system
SLS-91160,13/11/2025,Al-Roumi Renovation 12,Fahaheel Branch,Fahaheel Branch,BOSCH POP RIVET 18L,PCS,8,10.877,,bank_transfer,,,
SLS-91161,23/5/2026,Salem Al-Rashidi 13,Shuwaikh Main,Shuwaikh Main,Tolsen Laser Level 18 Gauge,PCS,12,31.396,,cash,,421.528,
SLS-91161,23/5/2026,Salem Al-Rashidi 13,Shuwaikh Main,Shuwaikh Main,Metabo Cement Bag 20 Gauge,PCS,2,22.388,,cash,,,Migrated from legacy system
SLS-91162,7/5/2026,Bin Hindi Property  Est. 12,Fahaheel Branch,Fahaheel Branch,Sata Cordless Drill 1200W,PCS,5,KD 31.307,5.059,cash,,KWD 218.687,Migrated from legacy system
SLS-91162,7/5/2026,Bin Hindi Property  Est. 12,Fahaheel Branch,Fahaheel Branch,Hitachi Adjustable Wrench 450W,PCS,4,2.183,0.207,cash,,,Migrated from legacy system
SLS-91162,7/5/2026,Bin Hindi Property  Est. 12,Fahaheel Branch,Fahaheel Branch,Tolsen Cabinet Hinge 50kg  ,PCS,2,29.343,,cash,,,Migrated from legacy system
SLS-91163,13/2/2026,Fahaheel Home Services 2,Rai Branch,Rai Branch,Karcher Hand Saw Medium,pcs,4,6.446,,credit,15/3/2026,105.637,Migrated from legacy system
SLS-91163,13/2/2026,Fahaheel Home Services 2,Rai Branch,Rai Branch,Truper Angle Grinder 18 Gauge,PCS,3,24.583,,credit,15/3/2026,,Migrated from legacy system
SLS-91163,13/2/2026,Fahaheel Home Services 2,Rai Branch,Rai Branch,Yato Machine Screw 900W,PCS,7,0.872,,credit,15/3/2026,,Migrated from legacy system
SLS-91164,8/8/2025,Al-Khaled General Trading 5,Rai Branch,Rai Branch,STANLEY TAPE MEASURE 1/4 INCH,PCS,4,15.496,,credit,7/9/2025,142.204,
SLS-91164,8/8/2025,Al-Khaled General Trading 5,Rai Branch,Rai Branch,"Metabo Garden Shovel 1 inch,",PCS,5,16.044,,credit,7/9/2025,,Migrated from legacy system
SLS-91165,21/3/2026,Jahra Building Supplies Buyer 3,Rai Branch,Rai Branch,Truper Steel Toe Safety Boots 1500W,PCS,10,15.347,0.952,credit,20/4/2026,152.518,
SLS-91166,19/8/2025,Gulf Facility Management 4,Shuwaikh Main,Shuwaikh Main,Al-Fanar Wire Brush 1200W,PCS,2,3.383,,bank_transfer,,6.766,
SLS-91167,20/10/2025,  Bayt Al-Jomard 13,Ardiya Warehouse,Ardiya Warehouse,Sata Copper Tee 18 Gauge,pc,7,24.940,0.130,cash,,222.621,
SLS-91167,20/10/2025,  Bayt Al-Jomard 13,Ardiya Warehouse,Ardiya Warehouse,Ingco Machine Screw 650W,PCS,7,6.707,,cash,,,Migrated from legacy system
SLS-91167,20/10/2025,  Bayt Al-Jomard 13,Ardiya Warehouse,Ardiya Warehouse,Crown Dust Mask Respirator 10mm,PCS,1,1.222,,cash,,,Migrated from legacy system
SLS-91168,4/9/2025,Gulf Builders 3,Ardiya Warehouse,Ardiya Warehouse,Sata Ball Valve 18 Gauge,PCS,7,14.684,,bank_transfer,,102.788,Migrated from legacy system
SLS-91169,10/7/2026,First Gulf Interiors,Rai Branch,Rai Branch,Hitachi Self Tapping Screw Small,PCS,5,151.435,,bank_transfer,,757.175,Migrated from legacy system
SLS-91170,14/5/2026,Fahaheel Home Services  Est. 12,Ardiya Warehouse,Ardiya Warehouse,Al-Fanar Super Glue 50kg,PCS,10,36.488,,credit,13/6/2026,KD 465.662,
SLS-91170,14/5/2026,Fahaheel Home Services  Est. 12,Ardiya Warehouse,Ardiya Warehouse,Ridgid Pruning Shears Small,PCS,9,KD 11.198,,credit,13/6/2026,,Migrated from legacy system
SLS-91171,30/12/2025,Al-Mutairi Est. 9,Rai Branch,Rai Branch,Gulf Star Concrete Nail 4L,PCS,10,25.659,,bank_transfer,,256.590,Migrated from legacy system
SLS-91172,16/8/2025,New Kuwait Contracting,Ardiya Warehouse,Ardiya Warehouse,Makita Common Nail 24 Gauge,PCS,3,35.481,,cash,,106.443,Migrated from legacy system
SLS-91173,20/8/2025,AL-WAZZAN MAINTENANCE,Shuwaikh Main,Shuwaikh Main,Sata Cutting Disc Large,PCS,5,18.111,,bank_transfer,,300.840,
SLS-91173,20/8/2025,AL-WAZZAN MAINTENANCE,Shuwaikh Main,Shuwaikh Main,Karcher  Emulsion Paint XL,PCS,12,18.407,10.599,bank_transfer,,,
SLS-91174,17/1/2026,Al-Sanea Property  Est. 12,Rai Branch,Rai Branch,DeWalt Angle Grinder Large,PCS,11,2.927,,cash,,110.299,
SLS-91174,17/1/2026,Al-Sanea Property  Est. 12,Rai Branch,Rai Branch,Stanley Copper Tee 32mm,PCS,3,17.547,,cash,,,Migrated from legacy system
SLS-91174,17/1/2026,Al-Sanea Property  Est. 12,Rai Branch,Rai Branch,Yato Galvanized Metal Sheet 1200W  ,PCS,2,13.396,1.331,cash,,,
SLS-91175,24/3/2026,Salmiya Handyman Services 12,Ardiya Warehouse,Ardiya Warehouse,Stanley Silicone Sealant Tube 20L,PCS,7,176.678,KWD 31.922,credit,23/4/2026,1287.995,Migrated from legacy system
SLS-91175,24/3/2026,Salmiya Handyman Services 12,Ardiya Warehouse,Ardiya Warehouse,Ingco Wood Chisel 750W,PCS,11,KWD 7.561,,credit,23/4/2026,,Migrated from legacy system
SLS-91176,24/1/2026,  Al-Enezi General Maintenance  Est. 8,Shuwaikh Main,Shuwaikh Main,  Crown Wall Primer 1 inch,PCS,4,14.094,,bank_transfer,,306.054,
SLS-91176,24/1/2026,  Al-Enezi General Maintenance  Est. 8,Shuwaikh Main,Shuwaikh Main,Ingco Steel Toe Safety Boots 24 Gauge,PCS,11,KD 22.698,,bank_transfer,,,Migrated from legacy system
SLS-91177,10/8/2025,Modern Home Fix-It 13,Rai Branch,Rai Branch,AL-FANAR CONSTRUCTION ADHESIVE 16 GAUGE,PCS,7,23.200,5.964,credit,8/11/2025,156.436,
SLS-91178,7/2/2026,Al-Mutairi Est. 11,Ardiya Warehouse,Ardiya Warehouse,Total Hacksaw 650W,PCS,5,3.051,0.110,cash,,1582.549,Migrated from legacy system
SLS-91178,7/2/2026,Al-Mutairi Est. 11,Ardiya Warehouse,Ardiya Warehouse,Hilti Spring Washer 20 Gauge,PCS,12,130.617,,cash,,,Migrated from legacy system
SLS-91179,10/3/2026,First Gulf Interiors 6,Fahaheel Branch,Fahaheel Branch,Makita Tool Kit 25kg Pieces,Nos,5,20.983,,bank_transfer,,104.915,
SLS-91180,16/5/2026,Al-Wazzan Maintenance 10,Shuwaikh Main,Shuwaikh Main,Crown Door Handle 450W,PCS,2,11.596,,cash,,46.754,
SLS-91180,16/5/2026,Al-Wazzan Maintenance 10,Shuwaikh Main,Shuwaikh Main,Truper Digging Spade 1200W,PCS,9,2.618,,cash,,,Migrated from legacy system
SLS-91181,29/4/2026,Al-Duaij Maintenance  Est. 7,Fahaheel Branch,Fahaheel Branch,Bosch Galvanized Metal Sheet 2000W,PCS,11,22.095,2.342,credit,29/5/2026,279.541,
SLS-91181,29/4/2026,Al-Duaij Maintenance  Est. 7,Fahaheel Branch,Fahaheel Branch,Gulf Star Steel Toe Safety Boots 24 Gauge,PCS,3,12.946,,credit,29/5/2026,,
SLS-91182,19/7/2026,Al-Nasser Renovation  Est.,Ardiya Warehouse,Ardiya Warehouse,Karcher PU Foam Filler 32mm,pcs,9,27.104,,cash,,243.936,
SLS-91183,15/7/2026,Salem Al-Rashidi 11,Rai Branch,Rai Branch, Tolsen Dust Mask Respirator 1kg ,PCS,9,KD 28.118,1.511,credit,30/7/2026,269.770,
SLS-91183,15/7/2026,Salem Al-Rashidi 11,Rai Branch,Rai Branch,Crown Tape Measure 3/8 inch,PCS,3,6.073,,credit,30/7/2026,,Migrated from legacy system
SLS-91184,10/9/2025,Desert Rose Interiors  Est. 5,Fahaheel Branch,Fahaheel Branch,Crown Tool Kit 50kg Pieces,PCS,9,22.235,KWD 3.595,cash,,470.810,Migrated from legacy system
SLS-91184,10/9/2025,Desert Rose Interiors  Est. 5,Fahaheel Branch,Fahaheel Branch,Ingco Step Stool 16 Gauge,pcs,3,25.793,,cash,,,Migrated from legacy system
SLS-91184,10/9/2025,Desert Rose Interiors  Est. 5,Fahaheel Branch,Fahaheel Branch,Bosch Scaffolding Frame Small,PCS,9,21.879,,cash,,,
SLS-91185,7/1/2026,  Salmiya Handyman Services 10,Ardiya Warehouse,Ardiya Warehouse,Sata  Ready Mix Mortar 4L,Pieces,11,24.515,,bank_transfer,,431.485,Migrated from legacy system
SLS-91185,7/1/2026,  Salmiya Handyman Services 10,Ardiya Warehouse,Ardiya Warehouse,Karcher Machine Screw 18L,PCS,12,13.485,,bank_transfer,,,
SLS-91186,29/12/2025,Al-Sanea Property 10,Ardiya Warehouse,Ardiya Warehouse,Total Sandpaper Sheet 9L,PC,12,KWD 366.222,,bank_transfer,,4765.870,Migrated from legacy system
SLS-91186,29/12/2025,Al-Sanea Property 10,Ardiya Warehouse,Ardiya Warehouse,TOTAL TILE ADHESIVE BAG 25KG,PC,11,33.746,,bank_transfer,,,
SLS-91187,23/10/2025,Union Facility Services 6,Ardiya Warehouse,Ardiya Warehouse,Hilti Electric Planer 9L,PCS,10,24.708,,bank_transfer,,363.418,Migrated from legacy system
SLS-91187,23/10/2025,Union Facility Services 6,Ardiya Warehouse,Ardiya Warehouse,Makita Jigsaw XL,PCS,5,23.643,1.877,bank_transfer,,,Migrated from legacy system
SLS-91188,14/1/2026,Jahra Building Supplies Buyer 9,Fahaheel Branch,Fahaheel Branch,Ingco Extension Cord Large,PCS,8,32.632,,cash,,321.538,
SLS-91188,14/1/2026,Jahra Building Supplies Buyer 9,Fahaheel Branch,Fahaheel Branch,Metabo Pop Rivet 1L,PCS,2,30.241,,cash,,,Migrated from legacy system
SLS-91189,28/8/2025,Al-Roumi Renovation 4,Ardiya Warehouse,Ardiya Warehouse,Stanley Sandpaper Sheet 450W,PCS,5,7.881,,credit,27/9/2025,39.405,Migrated from legacy system
SLS-91190,20/2/2026,nasser al-hajeri 11,Fahaheel Branch,Fahaheel Branch,Ridgid Wood Router 1/4 inch,PCS,8,KWD 4.489,0.244,bank_transfer,,35.668,Migrated from legacy system
SLS-91191,5/9/2025,Al-Yaqout Villas  Est. 12,Fahaheel Branch,Fahaheel Branch,Karcher  Welding Gloves Small,PCS,2,22.465,,cash,,1550.545,
SLS-91191,5/9/2025,Al-Yaqout Villas  Est. 12,Fahaheel Branch,Fahaheel Branch,Hitachi Steel Chain 40mm,PCS,1,25.895,,cash,,,
SLS-91191,5/9/2025,Al-Yaqout Villas  Est. 12,Fahaheel Branch,Fahaheel Branch,Ingco Epoxy Adhesive XL,pcs,11,134.520,,cash,,,
SLS-91192,9/2/2026,Modern Home Fix-It  Est. 6,Fahaheel Branch,Fahaheel Branch,Ingco Enamel Paint 900W,PCS,4,18.204,,bank_transfer,,72.816,
SLS-91193,23/3/2026,Continental Maintenance Co. 12,Rai Branch,Rai Branch,Yato Cutting Disc Medium.,PCS,1,28.554,,credit,21/6/2026,28.554,Migrated from legacy system
SLS-91194,8/6/2026,Al-Qadi Household  Est. 10,Rai Branch,Rai Branch,Karcher Spring Washer 20 Gauge,PCS,5,21.182,,credit,6/9/2026,633.838,Migrated from legacy system
SLS-91194,8/6/2026,Al-Qadi Household  Est. 10,Rai Branch,Rai Branch,DEWALT HI-VIS SAFETY VEST 20MM,PCS,12,18.737,,credit,6/9/2026,,Migrated from legacy system
SLS-91194,8/6/2026,Al-Qadi Household  Est. 10,Rai Branch,Rai Branch,Sata Sandpaper Sheet 20 Gauge,PCS,11,28.189,6.995,credit,6/9/2026,,Migrated from legacy system
SLS-91195,25/6/2026,Union Facility Services  Est. 9,Shuwaikh Main,Shuwaikh Main,Tolsen PVC Conduit Pipe 8mm,Pieces,8,3.127,,bank_transfer,,25.016,
SLS-91196,16/3/2026,Salem Al-Rashidi 9,Rai Branch,Rai Branch,Stanley Silicone Sealant Tube Large,Pieces,11,5.822,,cash,,312.930,Migrated from legacy system
SLS-91196,16/3/2026,Salem Al-Rashidi 9,Rai Branch,Rai Branch,TOTAL WELDING MASK 1 INCH,Nos,8,31.111,,cash,,,
SLS-91197,24/6/2026,Nasser Al-Hajeri 7,Fahaheel Branch,Fahaheel Branch,Total Circular Saw Large,PCS,3,13.739,,cash,,304.110,
SLS-91197,24/6/2026,Nasser Al-Hajeri 7,Fahaheel Branch,Fahaheel Branch,DeWalt Mini Grinder 900W,PCS,7,26.228,,cash,,,Migrated from legacy system
SLS-91197,24/6/2026,Nasser Al-Hajeri 7,Fahaheel Branch,Fahaheel Branch,  Gulf Star PVC Conduit Pipe 3/4 inch,PCS,4,20.466,2.567,cash,,,Migrated from legacy system
SLS-91198,29/9/2025,Union Facility Services 4,Rai Branch,Rai Branch,Black+Decker Copper Elbow 5kg,PC,11,7.900,2.467,credit,28/11/2025,98.902,
SLS-91198,29/9/2025,Union Facility Services 4,Rai Branch,Rai Branch,Tolsen PVC Pipe 25kg,PCS,3,4.823,,credit,28/11/2025,,Migrated from legacy system
SLS-91199,18/5/2026,Salmiya Handyman Services 9,Fahaheel Branch,Fahaheel Branch,AL-FANAR EMULSION PAINT 25KG,PCS,11,28.421,11.515,bank_transfer,,399.576,Migrated from legacy system
SLS-91199,18/5/2026,Salmiya Handyman Services 9,Fahaheel Branch,Fahaheel Branch,Stanley Emulsion Paint 1L,PCS,4,22.996,,bank_transfer,,,
SLS-91199,18/5/2026,Salmiya Handyman Services 9,Fahaheel Branch,Fahaheel Branch,Makita Wall Primer Large,PCS,4,1.619,,bank_transfer,,,Migrated from legacy system
SLS-91200,8/2/2026,Bin Hindi Property  Est. 5,Rai Branch,Rai Branch,Hilti Grinding Disc 50kg,pcs,3,9.016,,credit,23/2/2026,250.068,
SLS-91200,8/2/2026,Bin Hindi Property  Est. 5,Rai Branch,Rai Branch,Metabo Steel Toe Safety Boots 450W,PCS,12,18.585,,credit,23/2/2026,,Migrated from legacy system
SLS-91201,3/4/2026,Jahra Building Supplies Buyer 3,Ardiya Warehouse,Ardiya Warehouse,Black+Decker Electrical Cable 24 Gauge,PCS,7,33.522,7.762,credit,3/5/2026,375.285,Migrated from legacy system
SLS-91201,3/4/2026,Jahra Building Supplies Buyer 3,Ardiya Warehouse,Ardiya Warehouse,Black+Decker MCB Circuit Breaker 20L,PCS,4,16.072,,credit,3/5/2026,,Migrated from legacy system
SLS-91201,3/4/2026,Jahra Building Supplies Buyer 3,Ardiya Warehouse,Ardiya Warehouse,Sata Galvanized Metal Sheet Small,PCS,7,12.015,,credit,3/5/2026,,
SLS-91202,13/2/2026,Hawally  Repair Shop 3,Fahaheel Branch,Fahaheel Branch,Tolsen Hammer Drill Large,PCS,2,253.236,8.389,credit,15/3/2026,527.613,Migrated from legacy system
SLS-91202,13/2/2026,Hawally  Repair Shop 3,Fahaheel Branch,Fahaheel Branch, Stanley Gate Valve Medium ,PCS,10,2.953,,credit,15/3/2026,,
SLS-91203,15/4/2026,Fahad Al-Otaibi 2,Fahaheel Branch,Fahaheel Branch,  Hitachi Impact Driver 22 Gauge,PC,7,29.695,,credit,30/4/2026,KD 322.868,
SLS-91203,15/4/2026,Fahad Al-Otaibi 2,Fahaheel Branch,Fahaheel Branch,DeWalt Pruning Shears Medium,pc,7,16.429,,credit,30/4/2026,,
SLS-91204,25/4/2026,New Kuwait Contracting  Est. 12,Rai Branch,Rai Branch,Truper Tape Measure 18L,PCS,2,71.344,,bank_transfer,,209.642,
SLS-91204,25/4/2026,New Kuwait Contracting  Est. 12,Rai Branch,Rai Branch,Bosch Steel Toe Safety Boots 3/8 inch,PCS,3,22.318,,bank_transfer,,,Migrated from legacy system
SLS-91205,3/9/2025,New Kuwait Contracting  Est. 12,Shuwaikh Main,Shuwaikh Main,Crown Wood Chisel 18 Gauge,PCS,9,25.979,,cash,,392.037,
